Unique DAG ID,DAG Input,Function Name,Input Feature,Duration,Parallel Duration,Memory_Allocated,CPU_Allocated,Max Memory Usage,Max CPU Usage,Start Time,End Time,Timeout Status
AS-00d66458-c8fb-494f-9a6e-d2120b007f26,0.005035087719298246,wait1,,1007,,128,1,10.108928,0.02203225806451613,1711077035392,1711077036399,False
AS-00d66458-c8fb-494f-9a6e-d2120b007f26,0.005035087719298246,AES1,0.0024285714285714284,2487,3346,256,8,26.062848,1.3236835443037975,1711077036442,1711077038929,False
AS-00d66458-c8fb-494f-9a6e-d2120b007f26,0.005035087719298246,AES2,0.006338345864661654,3346,3346,256,8,31.830016,2.7757733333333334,1711077036442,1711077039788,False
AS-00d66458-c8fb-494f-9a6e-d2120b007f26,0.005035087719298246,AES3,0.006338345864661654,3346,3346,256,8,31.526912,2.638405063291139,1711077036442,1711077039788,False
AS-00d66458-c8fb-494f-9a6e-d2120b007f26,0.005035087719298246,Stats,,23,,128,1,14.508032,0.0060999999999999995,1711077039820,1711077039843,False
AS-4a0182bc-bb24-4f77-8bad-c8efc607dd1b,0.007678446115288221,wait1,,1005,,128,1,10.125312,0.02,1711077040349,1711077041354,False
AS-4a0182bc-bb24-4f77-8bad-c8efc607dd1b,0.007678446115288221,AES1,0.0024654135338345864,19680,19975,256,8,25.993216,1.3645526315789476,1711077041391,1711077061071,False
AS-4a0182bc-bb24-4f77-8bad-c8efc607dd1b,0.007678446115288221,AES2,0.008330075187969925,19975,19975,256,8,34.578432,3.3307662337662336,1711077041392,1711077061367,False
AS-4a0182bc-bb24-4f77-8bad-c8efc607dd1b,0.007678446115288221,AES3,0.012239849624060151,19933,19975,256,8,39.677952,4.799263157894737,1711077041391,1711077061324,False
AS-4a0182bc-bb24-4f77-8bad-c8efc607dd1b,0.007678446115288221,Stats,,24,,128,1,15.048704,0.004787878787878788,1711077061456,1711077061480,False
AS-aaa5f38a-2ff2-43bb-af58-e67c46052b86,0.007005764411027568,wait1,,1007,,128,1,9.879552,0.022833333333333334,1711077061987,1711077062994,False
AS-aaa5f38a-2ff2-43bb-af58-e67c46052b86,0.007005764411027568,AES1,0.004399248120300752,10128,10482,256,8,27.693056,2.0302987012987015,1711077063030,1711077073158,False
AS-aaa5f38a-2ff2-43bb-af58-e67c46052b86,0.007005764411027568,AES2,0.008309022556390978,10482,10482,256,8,34.5088,3.380077922077922,1711077063030,1711077073512,False
AS-aaa5f38a-2ff2-43bb-af58-e67c46052b86,0.007005764411027568,AES3,0.008309022556390978,10179,10482,256,8,34.250752,3.41175,1711077063029,1711077073208,False
