Unique DAG ID,DAG Input,Function Name,Input Feature,Duration,Parallel Duration,Memory_Allocated,CPU_Allocated,Max Memory Usage,Max CPU Usage,Start Time,End Time,Timeout Status
AS-3c1776f4-ab48-44b5-a3f9-d46c55cb2b43,0.0057288220551378445,wait1,,1178,,128,1,9.252864,0.018838709677419355,1711082347636,1711082348814,False
AS-3c1776f4-ab48-44b5-a3f9-d46c55cb2b43,0.0057288220551378445,AES1,0.0024706766917293233,19394,20090,256,8,21.819392,1.377842105263158,1711082350051,1711082369445,False
AS-3c1776f4-ab48-44b5-a3f9-d46c55cb2b43,0.0057288220551378445,AES2,0.006380451127819549,19933,20090,256,8,27.123712,2.77972,1711082350522,1711082370455,False
AS-3c1776f4-ab48-44b5-a3f9-d46c55cb2b43,0.0057288220551378445,AES3,0.008335338345864661,20090,20090,256,8,29.708288,3.4240657894736843,1711082350515,1711082370605,False
AS-3c1776f4-ab48-44b5-a3f9-d46c55cb2b43,0.0057288220551378445,Stats,,182,,128,1,10.022912,0.00584375,1711082371142,1711082371324,False
AS-b1a65ba3-97f0-40c2-87bc-5a2f251be3ba,0.007652130325814538,wait1,,1010,,128,1,9.519104,0.02145161290322581,1711082371896,1711082372906,False
AS-b1a65ba3-97f0-40c2-87bc-5a2f251be3ba,0.007652130325814538,AES1,0.0024390977443609022,8822,9126,256,8,22.376448,1.3687792207792207,1711082372939,1711082381761,False
AS-b1a65ba3-97f0-40c2-87bc-5a2f251be3ba,0.007652130325814538,AES2,0.006348872180451128,8840,9126,256,8,28.045312,2.753405405405405,1711082372939,1711082381779,False
AS-b1a65ba3-97f0-40c2-87bc-5a2f251be3ba,0.007652130325814538,AES3,0.01416842105263158,9126,9126,256,8,38.510592,5.1302666666666665,1711082372937,1711082382063,False
AS-b1a65ba3-97f0-40c2-87bc-5a2f251be3ba,0.007652130325814538,Stats,,25,,128,1,10.40384,0.005176470588235294,1711082382117,1711082382142,False
AS-71ba27c5-3e19-4e11-95c4-5198759c43ec,0.005707769423558898,wait1,,1007,,128,1,9.363456,0.023806451612903224,1711082382595,1711082383602,False
AS-71ba27c5-3e19-4e11-95c4-5198759c43ec,0.005707769423558898,AES1,0.002449624060150376,11681,12096,256,8,22.458368,1.411891891891892,1711082383631,1711082395312,False
AS-71ba27c5-3e19-4e11-95c4-5198759c43ec,0.005707769423558898,AES2,0.002449624060150376,11510,12096,256,8,22.212608,1.4405000000000001,1711082383630,1711082395140,False
AS-71ba27c5-3e19-4e11-95c4-5198759c43ec,0.005707769423558898,AES3,0.012224060150375941,12096,12096,256,8,35.954688,4.709090909090909,1711082383630,1711082395726,False
AS-71ba27c5-3e19-4e11-95c4-5198759c43ec,0.005707769423558898,Stats,,22,,128,1,10.924032,0.004588235294117647,1711082395780,1711082395802,False
AS-f670ee32-e61b-4037-8300-c99622dd5624,0.005686716791979951,wait1,,1008,,128,1,9.37984,0.02329032258064516,1711082396301,1711082397309,False
