Unique DAG ID,DAG Input,Function Name,Input Feature,Duration,Parallel Duration,Memory_Allocated,CPU_Allocated,Max Memory Usage,Max CPU Usage,Start Time,End Time,Timeout Status
AS-f3cf84af-9834-4708-aca1-0900f8ec5553,0.004415037593984963,AES1,0.00246015037593985,14168,14168,256,8,24.723456,1.3565584415584417,1711079617640,1711079631808,False
AS-f3cf84af-9834-4708-aca1-0900f8ec5553,0.004415037593984963,AES2,0.00246015037593985,11440,14168,256,8,25.116672,1.3757894736842105,1711079617640,1711079629080,False
AS-f3cf84af-9834-4708-aca1-0900f8ec5553,0.004415037593984963,AES3,0.008324812030075188,14117,14168,256,8,32.845824,3.341,1711079617640,1711079631757,False
AS-f3cf84af-9834-4708-aca1-0900f8ec5553,0.004415037593984963,Stats,,22,,128,1,14.573568,0.00535483870967742,1711079631892,1711079631914,False
AS-3b36f5e2-38e7-4a25-84f9-565216513002,0.005723558897243107,wait1,,1009,,128,1,10.018816,0.0235625,1711079632392,1711079633401,False
AS-3b36f5e2-38e7-4a25-84f9-565216513002,0.005723558897243107,AES1,0.0005105263157894736,14993,17252,256,8,22.011904,0.7005733333333333,1711079633436,1711079648429,False
AS-3b36f5e2-38e7-4a25-84f9-565216513002,0.005723558897243107,AES2,0.0024654135338345864,17252,17252,256,8,25.321472,1.413972972972973,1711079633436,1711079650688,False
AS-3b36f5e2-38e7-4a25-84f9-565216513002,0.005723558897243107,AES3,0.014194736842105263,17202,17252,256,8,41.746432,5.45878947368421,1711079633436,1711079650638,False
AS-3b36f5e2-38e7-4a25-84f9-565216513002,0.005723558897243107,Stats,,23,,128,1,14.606336,0.004875,1711079650788,1711079650811,False
AS-d302e850-952f-40c9-9172-b29c7a14c2bb,0.00898170426065163,wait1,,1006,,128,1,9.773056,0.01767741935483871,1711079651332,1711079652338,False
AS-d302e850-952f-40c9-9172-b29c7a14c2bb,0.00898170426065163,AES1,0.004420300751879699,20609,22757,256,8,28.106752,2.004103896103896,1711079652367,1711079672976,False
AS-d302e850-952f-40c9-9172-b29c7a14c2bb,0.00898170426065163,AES2,0.01028496240601504,22370,22757,256,8,36.839424,3.847342105263158,1711079652367,1711079674737,False
AS-d302e850-952f-40c9-9172-b29c7a14c2bb,0.00898170426065163,AES3,0.012239849624060151,22757,22757,256,8,38.756352,4.614215189873418,1711079652367,1711079675124,False
AS-d302e850-952f-40c9-9172-b29c7a14c2bb,0.00898170426065163,Stats,,23,,128,1,14.610432,0.005411764705882352,1711079675211,1711079675234,False
AS-46b64052-8bf7-46af-a611-46216e0db1ab,0.0037581453634085212,wait1,,1005,,128,1,10.059776,0.021515151515151515,1711079675786,1711079676791,False
AS-46b64052-8bf7-46af-a611-46216e0db1ab,0.0037581453634085212,AES1,0.0024548872180451126,9263,10273,256,8,25.726976,1.3584805194805194,1711079676842,1711079686105,False
AS-46b64052-8bf7-46af-a611-46216e0db1ab,0.0037581453634085212,AES2,0.0024548872180451126,10273,10273,256,8,25.772032,1.3587402597402598,1711079676842,1711079687115,False
AS-46b64052-8bf7-46af-a611-46216e0db1ab,0.0037581453634085212,AES3,0.0063646616541353385,9465,10273,256,8,31.45728,2.8175675675675675,1711079676842,1711079686307,False
AS-46b64052-8bf7-46af-a611-46216e0db1ab,0.0037581453634085212,Stats,,25,,128,1,15.130624,0.0047272727272727275,1711079687203,1711079687228,False
AS-b93b2175-4166-43c0-af27-3d6a9a9313ce,0.006375187969924812,wait1,,1005,,128,1,9.826304,0.020999999999999998,1711079687735,1711079688740,False
AS-b93b2175-4166-43c0-af27-3d6a9a9313ce,0.006375187969924812,AES1,0.004420300751879699,18210,18304,256,8,28.32384,2.0880799999999997,1711079688765,1711079706975,False
AS-b93b2175-4166-43c0-af27-3d6a9a9313ce,0.006375187969924812,AES2,0.004420300751879699,18304,18304,256,8,28.540928,2.0335454545454548,1711079688765,1711079707069,False
AS-b93b2175-4166-43c0-af27-3d6a9a9313ce,0.006375187969924812,AES3,0.01028496240601504,18198,18304,256,8,37.187584,4.107118421052632,1711079688765,1711079706963,False
AS-b93b2175-4166-43c0-af27-3d6a9a9313ce,0.006375187969924812,Stats,,23,,128,1,14.6432,0.005242424242424243,1711079707160,1711079707183,False
AS-7b54a4a3-fca1-41f5-910a-d41be00a4d59,0.006338345864661654,wait1,,1006,,128,1,10.09664,0.0204375,1711079707714,1711079708720,False
AS-7b54a4a3-fca1-41f5-910a-d41be00a4d59,0.006338345864661654,AES1,0.004383458646616541,3768,3921,256,8,28.65152,1.9475945945945947,1711079708748,1711079712516,False
AS-7b54a4a3-fca1-41f5-910a-d41be00a4d59,0.006338345864661654,AES2,0.006338345864661654,3921,3921,256,8,31.55968,2.7237763157894737,1711079708748,1711079712669,False
AS-7b54a4a3-fca1-41f5-910a-d41be00a4d59,0.006338345864661654,AES3,0.008293233082706767,3867,3921,256,8,33.927168,3.30161038961039,1711079708748,1711079712615,False
AS-7b54a4a3-fca1-41f5-910a-d41be00a4d59,0.006338345864661654,Stats,,22,,128,1,14.651392,0.00515625,1711079712703,1711079712725,False
AS-64957e26-b1ee-448f-b09d-fdee3db61dfd,0.007667919799498747,wait1,,1006,,128,1,10.108928,0.03228125,1711079713205,1711079714211,False
AS-64957e26-b1ee-448f-b09d-fdee3db61dfd,0.007667919799498747,AES1,0.0063646616541353385,15294,15647,256,8,31.186944,2.7013157894736843,1711079714244,1711079729538,False
AS-64957e26-b1ee-448f-b09d-fdee3db61dfd,0.007667919799498747,AES2,0.0024548872180451126,15421,15647,256,8,25.88672,1.3756710526315792,1711079714245,1711079729666,False
AS-64957e26-b1ee-448f-b09d-fdee3db61dfd,0.007667919799498747,AES3,0.014184210526315789,15647,15647,256,8,42.635264,5.295842105263158,1711079714244,1711079729891,False
AS-64957e26-b1ee-448f-b09d-fdee3db61dfd,0.007667919799498747,Stats,,25,,128,1,14.757888,0.0045588235294117645,1711079729979,1711079730004,False
AS-934a422b-2c11-4b88-97d7-04f7077de48b,0.006995238095238096,wait1,,1007,,128,1,10.11712,0.023093749999999996,1711079730528,1711079731535,False
AS-934a422b-2c11-4b88-97d7-04f7077de48b,0.006995238095238096,AES1,0.0004789473684210526,5784,6171,256,8,22.933504,0.6733076923076924,1711079731568,1711079737352,False
AS-934a422b-2c11-4b88-97d7-04f7077de48b,0.006995238095238096,AES2,0.006343609022556391,6171,6171,256,8,31.592448,2.671307692307692,1711079731568,1711079737739,False
AS-934a422b-2c11-4b88-97d7-04f7077de48b,0.006995238095238096,AES3,0.014163157894736843,6137,6171,256,8,41.713664,5.191539473684211,1711079731568,1711079737705,False
AS-934a422b-2c11-4b88-97d7-04f7077de48b,0.006995238095238096,Stats,,23,,128,1,14.938112,0.00578125,1711079737780,1711079737803,False
AS-f948fbc4-2b15-4015-8cb9-540f8426c884,0.008955388471177946,wait1,,1005,,128,1,9.87136,0.01829032258064516,1711079738317,1711079739322,False
AS-f948fbc4-2b15-4015-8cb9-540f8426c884,0.008955388471177946,AES1,0.0024390977443609022,8785,9708,256,8,25.509888,1.347263157894737,1711079739351,1711079748136,False
AS-f948fbc4-2b15-4015-8cb9-540f8426c884,0.008955388471177946,AES2,0.010258646616541354,9708,9708,256,8,37.376,3.904592105263158,1711079739351,1711079749059,False
AS-f948fbc4-2b15-4015-8cb9-540f8426c884,0.008955388471177946,AES3,0.01416842105263158,9637,9708,256,8,42.471424,5.313210526315789,1711079739354,1711079748991,False
AS-f948fbc4-2b15-4015-8cb9-540f8426c884,0.008955388471177946,Stats,,23,,128,1,14.688256,0.004937500000000001,1711079749128,1711079749151,False
AS-84601232-d2bb-463e-a39d-93efd1db581c,0.004393984962406015,wait1,,1006,,128,1,10.11712,0.022333333333333334,1711079749664,1711079750670,False
AS-84601232-d2bb-463e-a39d-93efd1db581c,0.004393984962406015,AES1,0.00048421052631578945,5775,6988,256,8,23.322624,0.6721153846153847,1711079750699,1711079756474,False
AS-84601232-d2bb-463e-a39d-93efd1db581c,0.004393984962406015,AES2,0.006348872180451128,6935,6988,256,8,31.88736,2.7430131578947368,1711079750701,1711079757636,False
AS-84601232-d2bb-463e-a39d-93efd1db581c,0.004393984962406015,AES3,0.006348872180451128,6988,6988,256,8,31.58016,2.672833333333333,1711079750699,1711079757687,False
AS-84601232-d2bb-463e-a39d-93efd1db581c,0.004393984962406015,Stats,,22,,128,1,14.946304,0.005032258064516129,1711079757731,1711079757753,False
AS-272a6b6b-e442-4364-a66b-95048a415542,0.005035087719298246,wait1,,1005,,128,1,10.153984,0.0205,1711079758243,1711079759248,False
AS-272a6b6b-e442-4364-a66b-95048a415542,0.005035087719298246,AES1,0.0024285714285714284,3045,3651,256,8,25.997312,1.3231898734177217,1711079759276,1711079762321,False
AS-272a6b6b-e442-4364-a66b-95048a415542,0.005035087719298246,AES2,0.006338345864661654,3650,3651,256,8,30.769152,2.6395189873417726,1711079759276,1711079762926,False
AS-272a6b6b-e442-4364-a66b-95048a415542,0.005035087719298246,AES3,0.006338345864661654,3651,3651,256,8,31.576064,2.710116883116883,1711079759276,1711079762927,False
AS-272a6b6b-e442-4364-a66b-95048a415542,0.005035087719298246,Stats,,22,,128,1,14.688256,0.0061875,1711079762964,1711079762986,False
AS-3274a54c-ea0a-4a23-b85e-d2ac638fe737,0.007678446115288221,wait1,,1005,,128,1,10.17856,0.018838709677419355,1711079763478,1711079764483,False
AS-3274a54c-ea0a-4a23-b85e-d2ac638fe737,0.007678446115288221,AES1,0.0024654135338345864,19633,20009,256,8,25.878528,1.4166133333333333,1711079764523,1711079784156,False
AS-3274a54c-ea0a-4a23-b85e-d2ac638fe737,0.007678446115288221,AES2,0.008330075187969925,20009,20009,256,8,33.316864,3.43936,1711079764523,1711079784532,False
AS-3274a54c-ea0a-4a23-b85e-d2ac638fe737,0.007678446115288221,AES3,0.012239849624060151,19778,20009,256,8,39.944192,4.6536447368421054,1711079764524,1711079784302,False
AS-3274a54c-ea0a-4a23-b85e-d2ac638fe737,0.007678446115288221,Stats,,23,,128,1,14.688256,0.005233333333333333,1711079784641,1711079784664,False
AS-ed11ec07-e1f9-408d-aabd-aba6b633f979,0.007005764411027568,wait1,,1006,,128,1,10.186752,0.027133333333333332,1711079785162,1711079786168,False
AS-ed11ec07-e1f9-408d-aabd-aba6b633f979,0.007005764411027568,AES1,0.004399248120300752,10024,10493,256,8,27.639808,2.033657894736842,1711079786199,1711079796223,False
AS-ed11ec07-e1f9-408d-aabd-aba6b633f979,0.007005764411027568,AES2,0.008309022556390978,10393,10493,256,8,33.370112,3.351433734939759,1711079786198,1711079796591,False
AS-ed11ec07-e1f9-408d-aabd-aba6b633f979,0.007005764411027568,AES3,0.008309022556390978,10493,10493,256,8,33.685504,3.2658243243243246,1711079786198,1711079796691,False
AS-ed11ec07-e1f9-408d-aabd-aba6b633f979,0.007005764411027568,Stats,,23,,128,1,14.942208,0.004818181818181819,1711079796758,1711079796781,False
AS-be8efea5-4f94-46bb-9ae7-f32172b459da,0.005713032581453635,wait1,,1004,,128,1,10.194944,0.019366666666666667,1711079797287,1711079798291,False
AS-be8efea5-4f94-46bb-9ae7-f32172b459da,0.005713032581453635,AES1,0.0044097744360902255,12975,13684,256,8,27.500544,1.9813291139240508,1711079798322,1711079811297,False
