Relative Timestamp (s),CPU Usage (%),Memory Usage (%)
6.631058692932129,24.1,72.3
6.73145055770874,25.9,72.3
6.831790208816528,47.2,72.3
6.9321675300598145,28.2,72.5
7.033207893371582,30.6,72.7
7.133535861968994,30.2,72.7
7.233886241912842,29.1,72.8
7.3342695236206055,58.2,72.8
7.434587001800537,75.8,72.6
7.534916162490845,53.5,72.6
7.635307312011719,57.9,72.6
7.735666036605835,43.5,72.7
7.836045980453491,52.2,72.7
7.936375856399536,36.3,72.7
8.03677225112915,34.0,72.7
8.137105941772461,40.3,72.9
8.237453937530518,22.6,72.8
8.337785959243774,22.0,72.7
8.43817138671875,22.0,72.9
8.538468360900879,25.3,73.0
8.63879656791687,18.2,73.0
8.739092826843262,19.5,73.1
8.839433670043945,19.9,73.3
8.939987659454346,19.4,73.2
9.040650129318237,1.3,73.2
9.14103102684021,1.3,73.1
9.241363048553467,15.9,73.1
9.341771364212036,3.8,72.9
9.442071676254272,17.0,72.9
9.542370080947876,20.1,72.8
9.642664432525635,8.1,72.8
9.743130207061768,3.1,72.8
9.843440771102905,3.1,72.8
9.943787336349487,11.3,72.8
10.04417085647583,4.3,72.8
10.144526958465576,2.5,72.7
10.244822025299072,10.1,72.6
10.345154523849487,49.1,72.6
10.445535898208618,52.8,72.5
10.545884370803833,59.1,72.5
10.646208763122559,24.4,72.4
10.746576070785522,36.5,72.3
10.847025871276855,51.3,72.1
10.947354316711426,27.0,72.2
11.047825336456299,20.0,72.2
11.148131370544434,13.0,72.2
11.248413562774658,9.6,72.1
11.34876036643982,27.8,72.1
11.449102401733398,25.2,72.2
11.549418449401855,19.9,72.2
11.649750709533691,16.6,72.3
11.750074625015259,19.4,72.3
11.850461959838867,8.1,72.3
11.950870752334595,2.5,72.3
12.051167726516724,8.3,72.3
12.151447057723999,16.0,72.2
12.25178861618042,27.7,72.3
12.352128267288208,19.1,72.2
12.452504634857178,11.4,72.3
12.552942991256714,43.7,72.2
12.653324365615845,41.5,72.0
12.753651142120361,25.6,72.0
12.854077816009521,18.1,71.9
12.954557180404663,4.4,71.9
13.055055141448975,1.9,71.9
13.15550422668457,1.2,71.9
13.2559335231781,1.9,71.9
13.356281995773315,39.4,71.9
13.456655263900757,49.1,71.9
13.55703592300415,47.5,71.9
13.657480239868164,38.1,71.9
13.757786512374878,28.1,72.0
13.85812520980835,45.6,72.1
13.958431482315063,25.6,72.1
14.058780670166016,30.4,72.1
14.159268140792847,10.8,72.1
14.25974440574646,8.9,72.2
14.360096454620361,14.4,72.3
14.460420846939087,17.5,72.3
14.560813903808594,12.0,72.3
14.661275148391724,11.3,72.2
14.761685132980347,1.9,72.2
14.861995935440063,4.3,72.1
14.96237325668335,13.3,72.2
15.062798738479614,1.9,72.1
15.163285732269287,3.2,72.0
15.263552188873291,8.2,72.0
15.363971948623657,12.7,72.0
15.464332103729248,9.3,71.9
15.564678192138672,20.9,72.0
15.66500997543335,15.1,71.9
15.765563011169434,19.4,71.9
15.865972518920898,2.5,71.9
15.966341972351074,1.9,71.9
16.066737174987793,2.5,71.8
16.167199850082397,1.3,71.8
16.267577409744263,3.1,71.7
16.36794686317444,27.5,71.7
16.4682776927948,58.7,71.7
16.568628787994385,59.7,71.8
16.668981552124023,35.0,71.8
16.76930522918701,48.4,71.8
16.86965560913086,33.3,71.6
16.969993114471436,24.1,71.7
17.07032012939453,34.2,71.8
17.17071032524109,15.2,71.8
17.271108627319336,8.1,71.8
17.37146496772766,7.5,71.7
17.471866607666016,19.6,71.9
17.5721914768219,25.3,71.9
17.672527074813843,24.7,71.8
17.772862195968628,18.2,71.7
17.87320351600647,13.1,71.8
17.97368025779724,5.0,71.8
18.07418394088745,1.3,71.8
18.17455554008484,1.3,71.7
18.275012731552124,3.8,71.7
18.37531042098999,16.2,71.7
18.475586891174316,8.8,71.7
18.57598567008972,23.3,71.9
18.676331758499146,33.7,71.6
18.7767231464386,20.9,71.6
18.877082347869873,25.0,71.4
18.977381229400635,5.6,71.3
19.07777500152588,1.9,71.3
19.178164958953857,1.9,71.3
19.27854633331299,1.2,71.3
19.37905263900757,9.4,71.3
19.479453325271606,45.9,71.5
19.579923391342163,50.3,71.5
19.68029260635376,44.3,71.5
19.78068709373474,24.1,71.5
19.88105297088623,51.0,71.6
19.98139262199402,42.9,71.8
20.08173656463623,23.6,71.8
20.18208408355713,35.4,71.8
20.282541513442993,17.5,71.8
20.38282823562622,9.5,71.8
20.48317289352417,19.4,71.9
20.58351182937622,14.4,72.0
20.68384051322937,11.9,72.1
20.78419041633606,30.0,72.2
20.884514808654785,13.9,72.2
20.984926223754883,6.8,72.1
21.085500955581665,2.5,72.0
21.186052083969116,3.1,72.0
21.286469221115112,3.7,71.9
21.38703465461731,11.4,71.8
21.4873526096344,8.2,71.8
21.587682962417603,16.4,71.9
21.688048601150513,45.9,71.9
21.788413763046265,33.1,71.8
21.88869857788086,25.5,71.6
21.98909616470337,3.8,71.6
22.08955430984497,3.1,71.6
22.19002366065979,1.9,71.6
22.2904691696167,1.9,71.6
22.39074969291687,3.1,71.6
22.491074800491333,43.8,71.6
22.591382026672363,60.5,71.6
22.69170618057251,53.8,71.7
22.792001724243164,41.5,71.7
22.892412424087524,28.0,71.8
22.992777109146118,47.8,72.0
23.093146562576294,27.7,72.0
23.19343900680542,30.0,72.0
23.293830633163452,16.9,71.9
23.394112825393677,8.2,71.9
23.4944007396698,11.4,72.0
23.594743490219116,17.6,72.2
23.69509220123291,23.6,72.1
23.795406579971313,11.9,72.1
23.895702123641968,16.4,72.2
23.996056079864502,19.5,72.2
24.096567392349243,2.5,72.1
24.197059869766235,1.3,72.1
24.297464609146118,3.1,72.1
24.39792561531067,7.5,72.1
24.49825644493103,12.7,72.1
24.598610877990723,8.1,72.0
24.69901180267334,30.4,72.2
24.7993745803833,28.7,72.2
24.899675607681274,27.8,72.2
25.00005602836609,17.1,72.2
25.100424766540527,3.8,72.1
25.20075011253357,1.9,72.1
25.301128387451172,3.8,72.1
25.401472330093384,3.1,72.1
25.501922130584717,29.7,72.2
25.602349281311035,51.2,72.3
25.70283031463623,46.9,72.3
25.803148984909058,31.0,72.2
25.903544664382935,40.0,72.2
26.00396966934204,46.8,72.3
26.104307651519775,29.0,72.3
26.204593420028687,19.5,72.3
26.305014610290527,10.7,72.3
26.405410766601562,6.2,72.3
26.505733013153076,15.1,72.4
26.60606598854065,27.2,72.5
26.706379652023315,14.3,72.4
26.806729316711426,12.6,72.4
26.907196283340454,3.2,72.4
27.007632732391357,2.5,72.4
27.10796046257019,3.7,72.4
27.208334922790527,1.9,72.3
27.308815956115723,3.8,72.3
27.409184455871582,3.8,72.3
27.50950002670288,17.1,72.3
27.609801530838013,17.5,72.3
27.710078716278076,18.9,72.3
27.810352087020874,32.1,72.2
27.910716772079468,17.7,72.2
28.01109743118286,6.2,71.9
28.111470460891724,2.5,71.8
28.21181058883667,0.6,71.8
28.31218457221985,1.9,71.8
28.412522315979004,2.5,71.8
28.512940645217896,7.5,71.8
28.61331081390381,58.7,71.9
28.71367311477661,48.1,71.9
28.814046621322632,41.7,72.0
28.91439461708069,30.4,72.0
29.01469588279724,42.8,72.1
29.11503767967224,38.4,72.3
29.21535849571228,36.9,72.2
29.315645217895508,30.6,72.2
29.4159574508667,10.7,72.2
29.516299962997437,9.9,72.1
29.61674213409424,9.4,72.1
29.717162609100342,16.4,72.1
29.81748390197754,25.8,72.1
29.917858600616455,15.6,72.1
30.01827335357666,24.4,72.1
30.118592262268066,25.2,72.1
30.218929290771484,7.5,71.9
30.319397687911987,2.5,71.9
30.4197895526886,1.3,71.9
30.52018451690674,15.0,71.9
30.620531797409058,15.1,71.9
30.720963954925537,30.2,72.0
30.821333646774292,27.3,71.9
30.921802043914795,29.2,71.9
31.022176027297974,11.9,71.8
31.122529983520508,1.2,71.7
31.222955465316772,4.3,71.7
31.323283433914185,1.9,71.7
31.423677682876587,1.3,71.7
31.523988008499146,6.3,71.6
31.6243314743042,47.8,71.8
31.724746227264404,53.8,71.8
31.82511830329895,48.4,71.8
31.925498723983765,34.4,71.8
32.02588987350464,52.5,71.8
32.12625813484192,31.1,71.9
32.22661352157593,28.9,71.9
32.32693362236023,16.1,71.9
32.42725419998169,9.4,71.9
32.527594804763794,13.2,71.9
32.6279730796814,23.4,71.9
32.72832369804382,17.5,72.0
32.82865858078003,18.4,71.9
32.92901349067688,17.5,71.9
33.02930045127869,28.9,71.7
33.12963271141052,9.4,71.5
33.23007535934448,5.6,71.6
33.33054780960083,1.3,71.6
33.43097376823425,3.7,71.6
33.53125333786011,8.1,71.6
33.63158988952637,13.4,71.6
33.7319974899292,30.8,71.6
33.832340240478516,36.2,71.6
33.932661056518555,23.1,71.6
34.03297257423401,21.9,71.6
34.133347272872925,3.7,71.6
34.233718395233154,1.9,71.6
34.334102153778076,0.0,71.6
34.434507608413696,2.5,71.6
34.53485441207886,25.0,71.6
34.6351535320282,35.0,71.6
34.735466957092285,55.3,71.7
34.8358588218689,49.4,71.8
34.936199426651,39.2,71.8
35.036526679992676,58.2,71.8
35.136866331100464,33.5,71.9
35.23721385002136,36.3,71.8
35.33753252029419,33.5,71.8
35.437978982925415,13.2,71.8
35.53836131095886,8.1,71.8
35.63868284225464,9.6,71.7
35.73901319503784,20.0,71.8
35.8393337726593,22.4,71.8
35.939738750457764,8.8,71.9
36.040088176727295,27.8,72.0
36.14041018486023,15.1,72.1
36.240739583969116,15.7,72.0
36.3411591053009,3.8,72.0
36.441572427749634,1.9,72.0
36.541980266571045,4.4,72.0
36.6424515247345,13.4,72.0
36.74287700653076,5.6,72.0
36.84326434135437,18.7,72.1
36.94368934631348,25.0,72.0
37.04405331611633,15.2,72.0
37.14451193809509,3.8,72.0
37.244917154312134,3.1,72.0
37.34565472602844,3.7,72.0
37.446062088012695,1.9,72.0
37.54637169837952,11.2,72.0
37.646708488464355,14.0,71.9
37.747106313705444,56.8,72.0
37.84750270843506,59.2,72.0
37.947829484939575,39.0,71.9
38.04815912246704,21.9,71.9
38.14846968650818,34.8,71.8
38.2488157749176,39.8,71.6
38.34911918640137,34.4,71.6
38.44951820373535,22.5,71.7
38.54985070228577,13.9,71.7
38.65024757385254,3.7,71.7
38.75059795379639,10.8,71.7
38.85099649429321,29.6,71.7
38.951338052749634,12.6,71.7
39.05165219306946,19.5,71.8
39.15214824676514,1.9,71.7
39.25254487991333,1.3,71.7
39.3530433177948,2.5,71.7
39.45348119735718,1.9,71.7
39.55387592315674,3.7,71.7
39.6542751789093,11.5,71.6
39.75464487075806,8.7,71.6
39.85499453544617,14.4,71.7
39.95530939102173,30.6,71.9
40.05563497543335,16.1,71.8
40.15615367889404,4.4,71.8
40.256598234176636,4.4,71.8
40.357062339782715,1.3,71.8
40.45759558677673,1.9,71.8
40.55807614326477,2.5,71.8
40.658536195755005,4.4,71.8
40.75896430015564,22.3,71.8
40.8593487739563,70.4,71.8
40.95973539352417,50.3,71.7
41.06007528305054,41.6,71.7
41.160447120666504,36.1,71.7
41.26082921028137,33.1,71.8
41.361112117767334,27.0,71.8
41.461575508117676,30.8,71.5
41.562026500701904,13.8,71.5
41.66241765022278,8.8,71.5
41.76276922225952,14.5,71.5
41.863104820251465,17.6,71.6
41.96344566345215,18.8,71.6
42.063785791397095,19.0,71.7
42.16412949562073,18.9,71.7
42.26445269584656,15.5,71.7
42.36487436294556,3.8,71.7
42.46528339385986,2.5,71.7
42.565624713897705,11.3,71.7
42.665990114212036,13.9,71.6
42.766457080841064,26.6,71.7
42.866888761520386,47.4,71.5
42.96724224090576,48.4,71.6
43.06755995750427,32.5,71.6
43.167909383773804,39.9,71.6
43.26830077171326,24.5,71.6
43.36862349510193,6.2,71.6
43.46909236907959,1.3,71.7
43.56954789161682,3.1,71.7
43.670066595077515,2.5,71.7
43.77042031288147,25.5,71.6
43.87077832221985,56.3,71.7
43.97113394737244,46.8,71.8
44.07145977020264,41.3,71.9
44.1717894077301,39.4,71.9
44.27215361595154,36.7,71.9
44.37247848510742,32.9,72.0
44.47286510467529,30.2,72.0
44.573317527770996,13.7,72.0
44.67371129989624,7.0,72.0
44.77405500411987,13.1,72.0
44.874359130859375,23.1,72.0
44.97469186782837,31.7,72.1
45.075035095214844,12.7,72.1
45.17538070678711,19.4,72.3
45.2757523059845,19.1,72.3
45.37624979019165,6.8,72.3
45.47670793533325,3.8,72.3
45.57722806930542,4.4,72.3
45.67764592170715,3.8,72.2
45.77806329727173,13.4,72.1
45.878493547439575,6.2,72.1
45.97886919975281,18.9,72.3
46.07919430732727,18.7,72.4
46.17960524559021,8.1,72.3
46.280091762542725,4.4,72.3
46.38054895401001,1.9,72.3
46.48101592063904,0.6,72.3
46.581342458724976,12.9,72.3
46.68170976638794,3.8,72.3
46.78218364715576,5.6,72.3
46.8825843334198,49.1,72.4
46.984341859817505,61.0,72.5
47.08472752571106,43.3,72.5
47.18513107299805,30.6,72.3
47.28553509712219,56.6,72.4
47.38595628738403,36.9,72.5
47.4862425327301,35.0,72.5
47.58658790588379,40.9,72.4
47.68689489364624,20.1,72.4
47.78722071647644,13.2,72.4
47.88755774497986,19.4,72.4
47.98789310455322,20.1,72.4
48.08827829360962,10.6,72.5
48.18862533569336,17.1,72.5
48.289000034332275,12.5,72.6
48.38992691040039,3.1,72.5
48.490230321884155,5.6,72.6
48.59062337875366,4.4,72.6
48.691115379333496,3.1,72.6
48.7914502620697,12.6,72.5
48.891759634017944,5.0,72.5
48.99212837219238,28.9,72.6
49.09246516227722,31.6,72.6
49.19278359413147,22.6,72.6
49.29316210746765,28.3,72.6
49.39353609085083,10.6,72.5
49.49393081665039,5.0,72.5
49.59445643424988,1.3,72.5
49.69479823112488,1.3,72.5
49.7951934337616,4.4,72.4
49.89594531059265,50.6,72.5
49.99624800682068,64.6,72.7
50.09661293029785,47.2,72.6
50.19697594642639,40.3,72.5
50.29737639427185,43.7,72.5
50.39774751663208,36.5,72.6
50.498122692108154,33.3,72.6
50.59848093986511,23.3,72.6
50.69880270957947,12.6,72.6
50.799195528030396,9.4,72.6
50.89958453178406,10.7,72.6
50.99991846084595,32.1,72.7
51.10024452209473,9.9,72.5
51.200631618499756,5.0,72.5
51.30103302001953,4.9,72.5
51.40140962600708,1.3,72.5
51.501726150512695,3.7,72.5
51.60214710235596,3.7,72.5
51.70254135131836,2.5,72.5
51.80293321609497,11.1,72.5
51.903334617614746,7.6,72.5
52.00367784500122,22.5,72.5
52.104058265686035,19.7,72.4
52.20445418357849,15.5,72.5
52.30476522445679,29.4,72.5
52.40517616271973,5.7,72.5
52.50547647476196,6.3,72.5
52.60594344139099,13.1,72.5
52.70639419555664,1.9,72.5
52.806721925735474,3.1,72.5
52.90711307525635,34.0,72.5
53.00771355628967,66.9,72.5
53.10815382003784,47.5,72.2
53.20855689048767,40.1,72.3
53.30893611907959,41.3,72.2
53.409294843673706,34.8,72.3
53.509663581848145,23.9,72.3
53.61000084877014,20.1,72.3
53.7103009223938,11.2,72.3
53.81068801879883,5.6,72.3
53.91102862358093,10.8,72.3
54.01137328147888,30.4,72.4
54.11169743537903,13.8,72.1
54.2120361328125,11.9,72.0
54.31235909461975,29.4,72.0
54.412673473358154,13.2,72.0
54.513097286224365,5.0,72.0
54.61355757713318,3.1,72.0
54.71405553817749,2.5,72.0
54.818690061569214,3.7,72.0
54.91899275779724,21.1,71.9
55.0193727016449,13.4,71.9
55.11977529525757,30.8,71.6
55.22014832496643,34.6,71.7
55.32043480873108,20.6,71.8
55.42077612876892,21.7,71.8
55.52123546600342,5.0,71.8
55.62160396575928,3.2,71.8
55.721983194351196,1.2,71.8
55.82244873046875,1.9,71.8
55.92290234565735,5.0,71.8
56.0232937335968,47.5,71.9
56.12365961074829,52.5,71.9
56.22403955459595,40.1,72.0
56.3243727684021,46.0,72.0
56.42471981048584,36.2,71.9
56.52511811256409,32.3,72.0
56.625486612319946,28.0,72.0
56.72585415840149,40.5,72.1
56.82617902755737,27.3,71.9
56.9264976978302,20.8,71.9
57.026875257492065,8.2,71.9
57.127227544784546,21.7,71.9
57.22754502296448,16.4,72.0
57.327943325042725,15.7,72.0
57.428266763687134,42.1,72.1
57.52859663963318,22.8,71.8
57.628939628601074,33.1,71.9
57.72934412956238,3.1,71.8
57.829745292663574,2.5,71.8
