Unique DAG ID,DAG Input Content,DAG Input Size,Function Name,Function Input,Duration,Parallel Duration,Memory_Allocated,CPU_Allocated,Max Memory Usage,Max CPU Usage,Avg CPU Usage,Start Time,End Time,Timeout Status,Input File
AS-11e89baf-979f-4b15-9337-485987d59503,50,10200,wait1,10200,1230,,128,1,9.641984,0.012107692307692307,0.006636984281536618,1712867473457,1712867474687,False,./profiling/aes_inputs/run83.json
AS-11e89baf-979f-4b15-9337-485987d59503,50,10200,AES1,10200,4137,12029,256,8,21.536768,0.669724358974359,0.6259350738554034,1712867476463,1712867480600,False,./profiling/aes_inputs/run83.json
AS-11e89baf-979f-4b15-9337-485987d59503,50,10200,AES2,40800,8010,12029,256,8,26.76736,1.3047672955974843,1.2399699372074884,1712867476349,1712867484359,False,./profiling/aes_inputs/run83.json
AS-11e89baf-979f-4b15-9337-485987d59503,50,10200,AES3,91800,12029,12029,256,8,32.555008,1.980732484076433,1.866829957263975,1712867476472,1712867488501,False,./profiling/aes_inputs/run83.json
AS-11e89baf-979f-4b15-9337-485987d59503,50,10200,Stats,10200,248,,128,1,9.965568,0.004625000000000001,0.004625000000000001,1712867488966,1712867489214,False,./profiling/aes_inputs/run83.json
AS-1a9d00af-05bc-441d-bd2f-74cc13d943dc,50,5500,wait1,5500,1007,,128,1,9.334784,0.015234375000000001,0.005790080639315333,1712867489770,1712867490777,False,./profiling/aes_inputs/run36.json
AS-1a9d00af-05bc-441d-bd2f-74cc13d943dc,50,5500,AES1,5500,2138,6385,256,8,21.663744,0.6495093167701864,0.6186285330799242,1712867490840,1712867492978,False,./profiling/aes_inputs/run36.json
AS-1a9d00af-05bc-441d-bd2f-74cc13d943dc,50,5500,AES2,22000,4210,6385,256,8,27.037696,1.30279375,1.2383003210531711,1712867490843,1712867495053,False,./profiling/aes_inputs/run36.json
AS-1a9d00af-05bc-441d-bd2f-74cc13d943dc,50,5500,AES3,49500,6385,6385,256,8,33.153024,1.9645031446540882,1.8624623661601827,1712867490844,1712867497229,False,./profiling/aes_inputs/run36.json
AS-1a9d00af-05bc-441d-bd2f-74cc13d943dc,50,5500,Stats,5500,25,,128,1,9.85088,0.005112903225806452,0.005112903225806452,1712867497265,1712867497290,False,./profiling/aes_inputs/run36.json
AS-9f122354-8cb0-419e-9bd1-e6520454e430,50,4200,wait1,4200,1011,,128,1,9.58464,0.02277777777777778,0.006913991733889694,1712867497785,1712867498796,False,./profiling/aes_inputs/run23.json
AS-9f122354-8cb0-419e-9bd1-e6520454e430,50,4200,AES1,4200,1680,5064,256,8,21.671936,0.6649044585987262,0.6061721973506466,1712867498852,1712867500532,False,./profiling/aes_inputs/run23.json
AS-9f122354-8cb0-419e-9bd1-e6520454e430,50,4200,AES2,16800,3195,5064,256,8,27.226112,1.326624203821656,1.2415934927472085,1712867498853,1712867502048,False,./profiling/aes_inputs/run23.json
AS-9f122354-8cb0-419e-9bd1-e6520454e430,50,4200,AES3,37800,5064,5064,256,8,33.103872,1.9614150943396227,1.7917655026952297,1712867498855,1712867503919,False,./profiling/aes_inputs/run23.json
AS-9f122354-8cb0-419e-9bd1-e6520454e430,50,4200,Stats,4200,24,,128,1,9.920512,0.003682539682539682,0.003682539682539682,1712867503956,1712867503980,False,./profiling/aes_inputs/run23.json
AS-99af894a-648d-46e8-b8ef-58fab6b991dc,50,5000,wait1,5000,1006,,128,1,9.498624,0.015200000000000002,0.005914108507111715,1712867504502,1712867505508,False,./profiling/aes_inputs/run31.json
AS-99af894a-648d-46e8-b8ef-58fab6b991dc,50,5000,AES1,5000,1931,5777,256,8,21.880832,0.65224375,0.6220737057982993,1712867505562,1712867507493,False,./profiling/aes_inputs/run31.json
AS-99af894a-648d-46e8-b8ef-58fab6b991dc,50,5000,AES2,20000,4409,5777,256,8,27.21792,1.30176875,1.1177940594815556,1712867505563,1712867509972,False,./profiling/aes_inputs/run31.json
AS-99af894a-648d-46e8-b8ef-58fab6b991dc,50,5000,AES3,45000,5777,5777,256,8,33.124352,1.9627798742138363,1.865684940017943,1712867505559,1712867511336,False,./profiling/aes_inputs/run31.json
AS-99af894a-648d-46e8-b8ef-58fab6b991dc,50,5000,Stats,5000,25,,128,1,9.986048,0.004348484848484849,0.004348484848484849,1712867511372,1712867511397,False,./profiling/aes_inputs/run31.json
AS-49e2b177-2137-4541-a2d6-7629af7284bd,50,6300,wait1,6300,1005,,128,1,9.64608,0.014523809523809524,0.0057379316347347855,1712867511841,1712867512846,False,./profiling/aes_inputs/run44.json
AS-49e2b177-2137-4541-a2d6-7629af7284bd,50,6300,AES1,6300,2439,7600,256,8,21.938176,0.6610506329113924,0.620294838836111,1712867512897,1712867515336,False,./profiling/aes_inputs/run44.json
AS-49e2b177-2137-4541-a2d6-7629af7284bd,50,6300,AES2,25200,4761,7600,256,8,27.50464,1.3087798742138366,1.2467767597071246,1712867512903,1712867517664,False,./profiling/aes_inputs/run44.json
AS-49e2b177-2137-4541-a2d6-7629af7284bd,50,6300,AES3,56700,7600,7600,256,8,33.521664,1.9925612903225807,1.7959296197548842,1712867512902,1712867520502,False,./profiling/aes_inputs/run44.json
AS-49e2b177-2137-4541-a2d6-7629af7284bd,50,6300,Stats,6300,25,,128,1,10.358784,0.00559375,0.00559375,1712867520539,1712867520564,False,./profiling/aes_inputs/run44.json
AS-3a631924-9412-4fc6-b168-255f3e1d3854,50,7200,wait1,7200,1012,,128,1,9.662464,0.019206349206349206,0.007535192937182623,1712867521081,1712867522093,False,./profiling/aes_inputs/run53.json
