Unique DAG ID,DAG Input Content,DAG Input Size,Function Name,Function Input,Duration,Parallel Duration,Memory_Allocated,CPU_Allocated,Max Memory Usage,Max CPU Usage,Avg CPU Usage,Start Time,End Time,Timeout Status,Input File
AS-491d26cf-9735-4e25-a1ff-05b5f5c16a6a,100,2300,AES2,9200,2748,4372,256,8,29.396992,1.3137469135802469,1.2352513343713087,1712869447308,1712869450056,False,./profiling/aes_inputs_100content/run4.json
AS-491d26cf-9735-4e25-a1ff-05b5f5c16a6a,100,2300,AES3,20700,4372,4372,256,8,36.306944,1.96206875,1.773740418766821,1712869447313,1712869451685,False,./profiling/aes_inputs_100content/run4.json
AS-491d26cf-9735-4e25-a1ff-05b5f5c16a6a,100,2300,Stats,2300,23,,128,1,13.70112,0.0035522388059701492,0.0035522388059701492,1712869451710,1712869451733,False,./profiling/aes_inputs_100content/run4.json
AS-f2d68c4d-c276-46a8-a6a0-fd0e88111a4f,100,9100,wait1,9100,1005,,128,1,9.9328,0.018015625,0.006186300944316692,1712869452291,1712869453296,False,./profiling/aes_inputs_100content/run72.json
AS-f2d68c4d-c276-46a8-a6a0-fd0e88111a4f,100,9100,AES1,9100,5477,16301,256,8,23.076864,0.6634968152866243,0.627098489475638,1712869453335,1712869458812,False,./profiling/aes_inputs_100content/run72.json
AS-f2d68c4d-c276-46a8-a6a0-fd0e88111a4f,100,9100,AES2,36400,10739,16301,256,8,29.507584,1.3189493670886077,1.2503889716403656,1712869453336,1712869464075,False,./profiling/aes_inputs_100content/run72.json
AS-f2d68c4d-c276-46a8-a6a0-fd0e88111a4f,100,9100,AES3,81900,16301,16301,256,8,36.360192,1.9902292993630575,1.8638220964678118,1712869453337,1712869469638,False,./profiling/aes_inputs_100content/run72.json
AS-f2d68c4d-c276-46a8-a6a0-fd0e88111a4f,100,9100,Stats,9100,25,,128,1,13.877248,0.0045151515151515146,0.0045151515151515146,1712869469673,1712869469698,False,./profiling/aes_inputs_100content/run72.json
AS-168e2924-2bc1-4088-a33e-56a08d494a64,100,4000,wait1,4000,1007,,128,1,9.965568,0.020206349206349207,0.006626839055219158,1712869470201,1712869471208,False,./profiling/aes_inputs_100content/run21.json
AS-168e2924-2bc1-4088-a33e-56a08d494a64,100,4000,AES1,4000,2392,7191,256,8,23.12192,0.653825,0.6241701438065911,1712869471246,1712869473638,False,./profiling/aes_inputs_100content/run21.json
AS-168e2924-2bc1-4088-a33e-56a08d494a64,100,4000,AES2,16000,4767,7191,256,8,29.667328,1.3279171974522295,1.242831402815405,1712869471250,1712869476017,False,./profiling/aes_inputs_100content/run21.json
AS-168e2924-2bc1-4088-a33e-56a08d494a64,100,4000,AES3,36000,7191,7191,256,8,36.364288,1.9769807692307693,1.8627352965965434,1712869471254,1712869478445,False,./profiling/aes_inputs_100content/run21.json
AS-168e2924-2bc1-4088-a33e-56a08d494a64,100,4000,Stats,4000,26,,128,1,13.959168,0.003923076923076923,0.003923076923076923,1712869478476,1712869478502,False,./profiling/aes_inputs_100content/run21.json
AS-f5297fbb-1e87-422a-9905-9138d5adc7e6,100,8000,wait1,8000,1008,,128,1,9.961472,0.016712121212121213,0.0068210739048100745,1712869479070,1712869480078,False,./profiling/aes_inputs_100content/run61.json
AS-f5297fbb-1e87-422a-9905-9138d5adc7e6,100,8000,AES1,8000,4771,14295,256,8,23.085056,0.653675,0.623548975414476,1712869480122,1712869484893,False,./profiling/aes_inputs_100content/run61.json
AS-f5297fbb-1e87-422a-9905-9138d5adc7e6,100,8000,AES2,32000,9421,14295,256,8,29.454336,1.3185379746835444,1.2517654258635516,1712869480126,1712869489547,False,./profiling/aes_inputs_100content/run61.json
AS-f5297fbb-1e87-422a-9905-9138d5adc7e6,100,8000,AES3,72000,14295,14295,256,8,36.478976,1.9753164556962024,1.8685968447704162,1712869480124,1712869494419,False,./profiling/aes_inputs_100content/run61.json
AS-f5297fbb-1e87-422a-9905-9138d5adc7e6,100,8000,Stats,8000,25,,128,1,13.88544,0.004761904761904762,0.004761904761904762,1712869494458,1712869494483,False,./profiling/aes_inputs_100content/run61.json
AS-190c8f47-2091-45cb-8bf6-e98d846028d2,100,9300,wait1,9300,1004,,128,1,10.133504,0.018661538461538462,0.005926969765943264,1712869495075,1712869496079,False,./profiling/aes_inputs_100content/run74.json
AS-190c8f47-2091-45cb-8bf6-e98d846028d2,100,9300,AES1,9300,5517,16534,256,8,23.20384,0.6505375,0.6222513559453854,1712869496110,1712869501627,False,./profiling/aes_inputs_100content/run74.json
AS-190c8f47-2091-45cb-8bf6-e98d846028d2,100,9300,AES2,37200,11228,16534,256,8,29.270016,1.3188354430379747,1.223125767309838,1712869496110,1712869507338,False,./profiling/aes_inputs_100content/run74.json
AS-190c8f47-2091-45cb-8bf6-e98d846028d2,100,9300,AES3,83700,16534,16534,256,8,36.712448,1.976778481012658,1.874484697614899,1712869496108,1712869512642,False,./profiling/aes_inputs_100content/run74.json
AS-190c8f47-2091-45cb-8bf6-e98d846028d2,100,9300,Stats,9300,26,,128,1,13.922304,0.005645161290322581,0.005645161290322581,1712869512922,1712869512948,False,./profiling/aes_inputs_100content/run74.json
AS-5fd8e8bc-a6e1-40d1-8c3e-c7f5afba3ecc,100,4600,wait1,4600,1008,,128,1,10.170368,0.009015625,0.006275680904659675,1712869513473,1712869514481,False,./profiling/aes_inputs_100content/run27.json
AS-5fd8e8bc-a6e1-40d1-8c3e-c7f5afba3ecc,100,4600,AES1,4600,2846,9897,256,8,23.355392,0.9569065420560747,0.6271413197143971,1712869514515,1712869517361,False,./profiling/aes_inputs_100content/run27.json
AS-5fd8e8bc-a6e1-40d1-8c3e-c7f5afba3ecc,100,4600,AES2,18400,6409,9897,256,8,29.478912,2.9536406429391504,1.2435894180520872,1712869514522,1712869520931,False,./profiling/aes_inputs_100content/run27.json
AS-5fd8e8bc-a6e1-40d1-8c3e-c7f5afba3ecc,100,4600,AES3,41400,9897,9897,256,8,36.41344,8.139575384615386,1.8599799708778804,1712869514520,1712869524417,False,./profiling/aes_inputs_100content/run27.json
AS-5fd8e8bc-a6e1-40d1-8c3e-c7f5afba3ecc,100,4600,Stats,4600,24,,128,1,14.077952,0.0037384615384615386,0.0037384615384615386,1712869524452,1712869524476,False,./profiling/aes_inputs_100content/run27.json
AS-3a5a02f8-7bda-4e43-8b05-bb3b432e949a,100,11400,wait1,11400,1005,,128,1,10.174464,0.00921875,0.005869974888325778,1712869525033,1712869526038,False,./profiling/aes_inputs_100content/run95.json
AS-3a5a02f8-7bda-4e43-8b05-bb3b432e949a,100,11400,AES1,11400,7449,21641,256,8,23.396352,2.2658385185185184,0.6442776695936884,1712869526077,1712869533526,False,./profiling/aes_inputs_100content/run95.json
AS-3a5a02f8-7bda-4e43-8b05-bb3b432e949a,100,11400,AES2,45600,14797,21641,256,8,29.466624,2.319958971218616,1.252275951750103,1712869526075,1712869540872,False,./profiling/aes_inputs_100content/run95.json
AS-3a5a02f8-7bda-4e43-8b05-bb3b432e949a,100,11400,AES3,102600,21641,21641,256,8,36.626432,4.147905172413793,1.859199775916596,1712869526074,1712869547715,False,./profiling/aes_inputs_100content/run95.json
AS-3a5a02f8-7bda-4e43-8b05-bb3b432e949a,100,11400,Stats,11400,25,,128,1,14.065664,0.0027384615384615386,0.0027384615384615386,1712869547765,1712869547790,False,./profiling/aes_inputs_100content/run95.json
AS-ffd3238e-15d9-4197-bb52-c1c0fe51efd9,100,5900,wait1,5900,1011,,128,1,9.945088,0.01086153846153846,0.007131388951212817,1712869548280,1712869549291,False,./profiling/aes_inputs_100content/run40.json
AS-ffd3238e-15d9-4197-bb52-c1c0fe51efd9,100,5900,AES1,5900,3652,10473,256,8,23.384064,0.65145,0.6130828696535129,1712869549334,1712869552986,False,./profiling/aes_inputs_100content/run40.json
AS-ffd3238e-15d9-4197-bb52-c1c0fe51efd9,100,5900,AES2,23600,6987,10473,256,8,29.73696,1.328171974522293,1.2530449668108465,1712869549335,1712869556322,False,./profiling/aes_inputs_100content/run40.json
AS-ffd3238e-15d9-4197-bb52-c1c0fe51efd9,100,5900,AES3,53100,10473,10473,256,8,37.064704,2.0061858974358975,1.8779356987912617,1712869549333,1712869559806,False,./profiling/aes_inputs_100content/run40.json
AS-ffd3238e-15d9-4197-bb52-c1c0fe51efd9,100,5900,Stats,5900,24,,128,1,14.159872,0.004540983606557377,0.004540983606557377,1712869559831,1712869559855,False,./profiling/aes_inputs_100content/run40.json
AS-9fa9d073-a95b-4c75-80d8-0730a17d56ff,100,5300,wait1,5300,1009,,128,1,10.092544,0.019609375,0.006019407743595794,1712869560458,1712869561467,False,./profiling/aes_inputs_100content/run34.json
AS-9fa9d073-a95b-4c75-80d8-0730a17d56ff,100,5300,AES1,5300,3148,9468,256,8,23.465984,0.6490683229813665,0.6217489354180807,1712869561505,1712869564653,False,./profiling/aes_inputs_100content/run34.json
AS-9fa9d073-a95b-4c75-80d8-0730a17d56ff,100,5300,AES2,21200,6325,9468,256,8,30.810112,1.302375,1.2423264889229155,1712869561511,1712869567836,False,./profiling/aes_inputs_100content/run34.json
AS-9fa9d073-a95b-4c75-80d8-0730a17d56ff,100,5300,AES3,47700,9468,9468,256,8,35.454976,1.9970961538461538,1.8655486102967556,1712869561503,1712869570971,False,./profiling/aes_inputs_100content/run34.json
AS-9fa9d073-a95b-4c75-80d8-0730a17d56ff,100,5300,Stats,5300,24,,128,1,14.204928,0.0035441176470588235,0.0035441176470588235,1712869571003,1712869571027,False,./profiling/aes_inputs_100content/run34.json
AS-bd4c8ca7-ff16-47fe-98f4-bf6374442eaa,100,8600,wait1,8600,1007,,128,1,9.969664,0.019153846153846153,0.006407056422383117,1712869571542,1712869572549,False,./profiling/aes_inputs_100content/run67.json
AS-bd4c8ca7-ff16-47fe-98f4-bf6374442eaa,100,8600,AES1,8600,5068,17192,256,8,23.363584,0.65295,0.6283553806256568,1712869572585,1712869577653,False,./profiling/aes_inputs_100content/run67.json
AS-bd4c8ca7-ff16-47fe-98f4-bf6374442eaa,100,8600,AES2,34400,11580,17192,256,8,30.511104,2.129899613899614,1.25428465124601,1712869572587,1712869584167,False,./profiling/aes_inputs_100content/run67.json
AS-bd4c8ca7-ff16-47fe-98f4-bf6374442eaa,100,8600,AES3,77400,17192,17192,256,8,35.790848,3.266453038674033,1.8652094440784805,1712869572586,1712869589778,False,./profiling/aes_inputs_100content/run67.json
AS-bd4c8ca7-ff16-47fe-98f4-bf6374442eaa,100,8600,Stats,8600,25,,128,1,14.082048,0.004166666666666667,0.004166666666666667,1712869589814,1712869589839,False,./profiling/aes_inputs_100content/run67.json
AS-6d448320-1a2b-4631-aeb3-b137deda4047,100,10100,wait1,10100,1005,,128,1,9.986048,0.00953125,0.005493598447593459,1712869590408,1712869591413,False,./profiling/aes_inputs_100content/run82.json
AS-6d448320-1a2b-4631-aeb3-b137deda4047,100,10100,AES1,10100,6271,18999,256,8,23.650304,1.1361360201511335,0.6292217433318583,1712869591454,1712869597725,False,./profiling/aes_inputs_100content/run82.json
AS-6d448320-1a2b-4631-aeb3-b137deda4047,100,10100,AES2,40400,12280,18999,256,8,30.552064,2.361840731070496,1.2458116585316554,1712869591448,1712869603728,False,./profiling/aes_inputs_100content/run82.json
AS-6d448320-1a2b-4631-aeb3-b137deda4047,100,10100,AES3,90900,18999,18999,256,8,35.770368,4.685776729559748,1.828214805262394,1712869591454,1712869610453,False,./profiling/aes_inputs_100content/run82.json
AS-6d448320-1a2b-4631-aeb3-b137deda4047,100,10100,Stats,10100,25,,128,1,14.098432,0.003046153846153846,0.003046153846153846,1712869610491,1712869610516,False,./profiling/aes_inputs_100content/run82.json
AS-57824fec-88f9-4f33-9bc3-52e5340e7a6a,100,11200,wait1,11200,1012,,128,1,10.256384,0.019412698412698413,0.007532404537030642,1712869611169,1712869612181,False,./profiling/aes_inputs_100content/run93.json
AS-57824fec-88f9-4f33-9bc3-52e5340e7a6a,100,11200,AES1,11200,6763,21047,256,8,23.568384,0.6762193548387097,0.6192388155400389,1712869612224,1712869618987,False,./profiling/aes_inputs_100content/run93.json
AS-57824fec-88f9-4f33-9bc3-52e5340e7a6a,100,11200,AES2,44800,13157,21047,256,8,30.806016,1.344574193548387,1.2524731355257095,1712869612224,1712869625381,False,./profiling/aes_inputs_100content/run93.json
AS-57824fec-88f9-4f33-9bc3-52e5340e7a6a,100,11200,AES3,100800,21047,21047,256,8,35.520512,1.9841858974358975,1.7925128318611334,1712869612219,1712869633266,False,./profiling/aes_inputs_100content/run93.json
AS-57824fec-88f9-4f33-9bc3-52e5340e7a6a,100,11200,Stats,11200,25,,128,1,14.229504,0.013515625,0.013515625,1712869633296,1712869633321,False,./profiling/aes_inputs_100content/run93.json
AS-5d0eb8df-4f0e-4cb8-b1f8-81c652d455a7,100,4400,wait1,4400,1003,,128,1,10.395648,0.013529411764705882,0.005822811593633512,1712869633859,1712869634862,False,./profiling/aes_inputs_100content/run25.json
AS-5d0eb8df-4f0e-4cb8-b1f8-81c652d455a7,100,4400,AES1,4400,2638,7945,256,8,23.556096,0.6590764331210192,0.6203566889800824,1712869634896,1712869637534,False,./profiling/aes_inputs_100content/run25.json
AS-5d0eb8df-4f0e-4cb8-b1f8-81c652d455a7,100,4400,AES2,17600,5618,7945,256,8,31.076352,1.3072857142857142,1.1736684293015287,1712869634896,1712869640514,False,./profiling/aes_inputs_100content/run25.json
AS-5d0eb8df-4f0e-4cb8-b1f8-81c652d455a7,100,4400,AES3,39600,7945,7945,256,8,35.876864,1.96362893081761,1.8520946331052592,1712869634895,1712869642840,False,./profiling/aes_inputs_100content/run25.json
AS-5d0eb8df-4f0e-4cb8-b1f8-81c652d455a7,100,4400,Stats,4400,23,,128,1,14.225408,0.003421875,0.003421875,1712869642863,1712869642886,False,./profiling/aes_inputs_100content/run25.json
AS-69ce71ef-97d6-4096-9358-5171dc3551cd,100,2800,wait1,2800,1007,,128,1,10.162176,0.013046875000000001,0.006686391600727242,1712869643427,1712869644434,False,./profiling/aes_inputs_100content/run9.json
AS-69ce71ef-97d6-4096-9358-5171dc3551cd,100,2800,AES1,2800,1679,5454,256,8,23.63392,0.65273125,0.6187619172491791,1712869644470,1712869646149,False,./profiling/aes_inputs_100content/run9.json
AS-69ce71ef-97d6-4096-9358-5171dc3551cd,100,2800,AES2,11200,3669,5454,256,8,30.973952,2.605095070422535,1.2693116620523222,1712869644472,1712869648141,False,./profiling/aes_inputs_100content/run9.json
AS-69ce71ef-97d6-4096-9358-5171dc3551cd,100,2800,AES3,25200,5454,5454,256,8,35.704832,3.9712007299270073,1.8579680968556516,1712869644470,1712869649924,False,./profiling/aes_inputs_100content/run9.json
AS-69ce71ef-97d6-4096-9358-5171dc3551cd,100,2800,Stats,2800,25,,128,1,14.143488,0.004140625,0.004140625,1712869649946,1712869649971,False,./profiling/aes_inputs_100content/run9.json
AS-77569aed-0437-46c7-b63f-519db43daa5a,100,9900,wait1,9900,1004,,128,1,10.297344,0.013092307692307691,0.005716338805118123,1712869650498,1712869651502,False,./profiling/aes_inputs_100content/run80.json
AS-77569aed-0437-46c7-b63f-519db43daa5a,100,9900,AES1,9900,7072,20492,256,8,23.609344,6.427652719665272,0.6812891507159667,1712869651537,1712869658609,False,./profiling/aes_inputs_100content/run80.json
AS-77569aed-0437-46c7-b63f-519db43daa5a,100,9900,AES2,39600,14326,20492,256,8,30.662656,12.689070247933884,1.230350041723838,1712869651536,1712869665862,False,./profiling/aes_inputs_100content/run80.json
AS-77569aed-0437-46c7-b63f-519db43daa5a,100,9900,AES3,89100,20492,20492,256,8,35.92192,2.6027364341085275,1.8378308748546528,1712869651538,1712869672030,False,./profiling/aes_inputs_100content/run80.json
AS-77569aed-0437-46c7-b63f-519db43daa5a,100,9900,Stats,9900,26,,128,1,14.114816,0.00503125,0.00503125,1712869672070,1712869672096,False,./profiling/aes_inputs_100content/run80.json
AS-851b2131-ddb5-4337-8c61-96931a32ab9a,100,8500,wait1,8500,1011,,128,1,10.088448,0.011261538461538462,0.006522636353022298,1712869672608,1712869673619,False,./profiling/aes_inputs_100content/run66.json
AS-851b2131-ddb5-4337-8c61-96931a32ab9a,100,8500,AES1,8500,5130,15442,256,8,23.67488,0.6655859872611465,0.6181790484511829,1712869673669,1712869678799,False,./profiling/aes_inputs_100content/run66.json
AS-851b2131-ddb5-4337-8c61-96931a32ab9a,100,8500,AES2,34000,10040,15442,256,8,31.00672,1.3195696202531646,1.2501894244563407,1712869673662,1712869683702,False,./profiling/aes_inputs_100content/run66.json
AS-851b2131-ddb5-4337-8c61-96931a32ab9a,100,8500,AES3,76500,15442,15442,256,8,35.905536,1.9769367088607595,1.841377827028714,1712869673667,1712869689109,False,./profiling/aes_inputs_100content/run66.json
AS-851b2131-ddb5-4337-8c61-96931a32ab9a,100,8500,Stats,8500,25,,128,1,14.221312,0.003841269841269841,0.003841269841269841,1712869689151,1712869689176,False,./profiling/aes_inputs_100content/run66.json
AS-8fd2edbf-187c-4ccc-adf2-a099363efa10,100,3400,wait1,3400,1009,,128,1,10.227712,0.019515624999999998,0.006950149989448047,1712869689692,1712869690701,False,./profiling/aes_inputs_100content/run15.json
AS-8fd2edbf-187c-4ccc-adf2-a099363efa10,100,3400,AES1,3400,2035,6439,256,8,23.789568,0.6544037267080745,0.6205385282070748,1712869690740,1712869692775,False,./profiling/aes_inputs_100content/run15.json
AS-8fd2edbf-187c-4ccc-adf2-a099363efa10,100,3400,AES2,13600,4466,6439,256,8,29.687808,1.3540064935064935,1.142722536975423,1712869690738,1712869695204,False,./profiling/aes_inputs_100content/run15.json
AS-8fd2edbf-187c-4ccc-adf2-a099363efa10,100,3400,AES3,30600,6439,6439,256,8,35.733504,1.9765696202531646,1.7946221242387594,1712869690741,1712869697180,False,./profiling/aes_inputs_100content/run15.json
AS-8fd2edbf-187c-4ccc-adf2-a099363efa10,100,3400,Stats,3400,24,,128,1,14.106624,0.0045151515151515146,0.0045151515151515146,1712869697212,1712869697236,False,./profiling/aes_inputs_100content/run15.json
AS-1e939a55-8d08-43ac-b32f-9abb488c67c0,100,7700,wait1,7700,1011,,128,1,10.375168,0.020349206349206353,0.0073582010322444,1712869697847,1712869698858,False,./profiling/aes_inputs_100content/run58.json
AS-1e939a55-8d08-43ac-b32f-9abb488c67c0,100,7700,AES1,7700,4570,13874,256,8,23.871488,0.6566855345911949,0.6237574247914317,1712869698897,1712869703467,False,./profiling/aes_inputs_100content/run58.json
AS-1e939a55-8d08-43ac-b32f-9abb488c67c0,100,7700,AES2,30800,9116,13874,256,8,30.007296,1.3036,1.2475454169120606,1712869698903,1712869708019,False,./profiling/aes_inputs_100content/run58.json
AS-1e939a55-8d08-43ac-b32f-9abb488c67c0,100,7700,AES3,69300,13874,13874,256,8,35.811328,1.989012738853503,1.854569427796334,1712869698900,1712869712774,False,./profiling/aes_inputs_100content/run58.json
AS-1e939a55-8d08-43ac-b32f-9abb488c67c0,100,7700,Stats,7700,24,,128,1,14.2336,0.0029846153846153846,0.0029846153846153846,1712869712811,1712869712835,False,./profiling/aes_inputs_100content/run58.json
AS-aa002c45-b45b-4fe8-b200-571f142341ed,100,2900,wait1,2900,1007,,128,1,10.272768,0.01861904761904762,0.0066832272104861016,1712869713395,1712869714402,False,./profiling/aes_inputs_100content/run10.json
AS-aa002c45-b45b-4fe8-b200-571f142341ed,100,2900,AES1,2900,1727,5273,256,8,23.871488,0.664656050955414,0.6274499426587071,1712869714445,1712869716172,False,./profiling/aes_inputs_100content/run10.json
AS-aa002c45-b45b-4fe8-b200-571f142341ed,100,2900,AES2,11600,3546,5273,256,8,29.872128,1.3111635220125786,1.2143299470709774,1712869714446,1712869717992,False,./profiling/aes_inputs_100content/run10.json
AS-aa002c45-b45b-4fe8-b200-571f142341ed,100,2900,AES3,26100,5273,5273,256,8,35.889152,1.988,1.84122475159311,1712869714439,1712869719712,False,./profiling/aes_inputs_100content/run10.json
AS-aa002c45-b45b-4fe8-b200-571f142341ed,100,2900,Stats,2900,22,,128,1,14.348288,0.0029999999999999996,0.0029999999999999996,1712869719734,1712869719756,False,./profiling/aes_inputs_100content/run10.json
AS-dc1dace6-0883-44a6-ba0b-736a5fc2f3e7,100,6400,wait1,6400,1203,,128,1,10.174464,0.018015625,0.006711104013525426,1712869720256,1712869721459,False,./profiling/aes_inputs_100content/run45.json
AS-dc1dace6-0883-44a6-ba0b-736a5fc2f3e7,100,6400,AES1,6400,3955,11586,256,8,23.932928,0.65099375,0.6097735383816023,1712869721500,1712869725455,False,./profiling/aes_inputs_100content/run45.json
AS-dc1dace6-0883-44a6-ba0b-736a5fc2f3e7,100,6400,AES2,25600,7545,11586,256,8,29.806592,1.318753164556962,1.2509885714603661,1712869721494,1712869729039,False,./profiling/aes_inputs_100content/run45.json
AS-dc1dace6-0883-44a6-ba0b-736a5fc2f3e7,100,6400,AES3,57600,11586,11586,256,8,35.831808,2.6085454545454545,1.8603162534345827,1712869721493,1712869733079,False,./profiling/aes_inputs_100content/run45.json
AS-dc1dace6-0883-44a6-ba0b-736a5fc2f3e7,100,6400,Stats,6400,24,,128,1,14.1312,0.006784615384615385,0.006784615384615385,1712869733108,1712869733132,False,./profiling/aes_inputs_100content/run45.json
AS-4d69b672-0b2c-4643-a3df-913f94d5eb87,100,10000,wait1,10000,1006,,128,1,10.412032,0.007676923076923077,0.0057628042804155665,1712869733677,1712869734683,False,./profiling/aes_inputs_100content/run81.json
AS-4d69b672-0b2c-4643-a3df-913f94d5eb87,100,10000,AES1,10000,7309,19798,256,8,23.965696,1.173509433962264,0.6338485316388167,1712869734720,1712869742029,False,./profiling/aes_inputs_100content/run81.json
AS-4d69b672-0b2c-4643-a3df-913f94d5eb87,100,10000,AES2,40000,13415,19798,256,8,29.925376,2.007622641509434,1.2340117644179838,1712869734717,1712869748132,False,./profiling/aes_inputs_100content/run81.json
AS-4d69b672-0b2c-4643-a3df-913f94d5eb87,100,10000,AES3,90000,19798,19798,256,8,36.052992,3.42772641509434,1.8582249005831681,1712869734715,1712869754513,False,./profiling/aes_inputs_100content/run81.json
AS-4d69b672-0b2c-4643-a3df-913f94d5eb87,100,10000,Stats,10000,25,,128,1,14.163968,0.005523076923076923,0.005523076923076923,1712869754554,1712869754579,False,./profiling/aes_inputs_100content/run81.json
AS-fc52a57b-970e-4c60-89cc-ab8ffc30d8b2,100,4900,wait1,4900,1008,,128,1,10.326016,0.01703174603174603,0.006917270321164434,1712869755050,1712869756058,False,./profiling/aes_inputs_100content/run30.json
AS-fc52a57b-970e-4c60-89cc-ab8ffc30d8b2,100,4900,AES1,4900,3094,8767,256,8,24.887296,0.6577948717948717,0.6007746399669166,1712869756097,1712869759191,False,./profiling/aes_inputs_100content/run30.json
AS-fc52a57b-970e-4c60-89cc-ab8ffc30d8b2,100,4900,AES2,19600,6283,8767,256,8,29.872128,1.30304375,1.1746463832632676,1712869756097,1712869762380,False,./profiling/aes_inputs_100content/run30.json
AS-fc52a57b-970e-4c60-89cc-ab8ffc30d8b2,100,4900,AES3,44100,8767,8767,256,8,36.155392,1.977348101265823,1.8722629983265875,1712869756104,1712869764871,False,./profiling/aes_inputs_100content/run30.json
AS-fc52a57b-970e-4c60-89cc-ab8ffc30d8b2,100,4900,Stats,4900,24,,128,1,14.364672,0.0037230769230769227,0.0037230769230769227,1712869764903,1712869764927,False,./profiling/aes_inputs_100content/run30.json
AS-aaefd409-e962-44b4-b7a9-0fc20d8a58fe,100,6800,wait1,6800,1005,,128,1,10.326016,0.007784615384615385,0.005645748221449751,1712869765513,1712869766518,False,./profiling/aes_inputs_100content/run49.json
AS-aaefd409-e962-44b4-b7a9-0fc20d8a58fe,100,6800,AES1,6800,4048,12191,256,8,24.981504,0.6563836477987421,0.6239426922649014,1712869766560,1712869770608,False,./profiling/aes_inputs_100content/run49.json
AS-aaefd409-e962-44b4-b7a9-0fc20d8a58fe,100,6800,AES2,27200,8047,12191,256,8,30.007296,1.331774193548387,1.2499404429472478,1712869766553,1712869774600,False,./profiling/aes_inputs_100content/run49.json
AS-aaefd409-e962-44b4-b7a9-0fc20d8a58fe,100,6800,AES3,61200,12191,12191,256,8,36.225024,1.9906751592356688,1.8642041444519661,1712869766561,1712869778752,False,./profiling/aes_inputs_100content/run49.json
AS-aaefd409-e962-44b4-b7a9-0fc20d8a58fe,100,6800,Stats,6800,24,,128,1,14.221312,0.0037301587301587303,0.0037301587301587303,1712869778789,1712869778813,False,./profiling/aes_inputs_100content/run49.json
AS-f383b990-1d42-47c5-8b1a-a63010734e96,100,11800,wait1,11800,1005,,128,1,10.354688,0.016634920634920634,0.00597681751834772,1712869779332,1712869780337,False,./profiling/aes_inputs_100content/run99.json
AS-f383b990-1d42-47c5-8b1a-a63010734e96,100,11800,AES1,11800,6979,22936,256,8,25.16992,0.6700064102564103,0.6242304835565108,1712869780375,1712869787354,False,./profiling/aes_inputs_100content/run99.json
AS-f383b990-1d42-47c5-8b1a-a63010734e96,100,11800,AES2,47200,13910,22936,256,8,30.056448,1.3538766233766233,1.2512006643267295,1712869780373,1712869794283,False,./profiling/aes_inputs_100content/run99.json
AS-f383b990-1d42-47c5-8b1a-a63010734e96,100,11800,AES3,106200,22936,22936,256,8,36.216832,3.7887849056603775,1.8629597093499057,1712869780373,1712869803309,False,./profiling/aes_inputs_100content/run99.json
AS-f383b990-1d42-47c5-8b1a-a63010734e96,100,11800,Stats,11800,25,,128,1,13.938688,0.0038870967741935483,0.0038870967741935483,1712869803346,1712869803371,False,./profiling/aes_inputs_100content/run99.json
AS-abcb1990-9137-42f8-85a3-085848fc9425,100,9200,wait1,9200,1007,,128,1,10.481664,0.009630769230769231,0.0065639930509512525,1712869803969,1712869804976,False,./profiling/aes_inputs_100content/run73.json
AS-abcb1990-9137-42f8-85a3-085848fc9425,100,9200,AES1,9200,6447,18603,256,8,24.969216,3.982843537414966,0.6658426556417615,1712869805016,1712869811463,False,./profiling/aes_inputs_100content/run73.json
AS-abcb1990-9137-42f8-85a3-085848fc9425,100,9200,AES2,36800,12606,18603,256,8,30.179328,7.990801369863013,1.254536211489669,1712869805013,1712869817619,False,./profiling/aes_inputs_100content/run73.json
AS-abcb1990-9137-42f8-85a3-085848fc9425,100,9200,AES3,82800,18603,18603,256,8,36.241408,12.16384009009009,1.903668724109541,1712869805018,1712869823621,False,./profiling/aes_inputs_100content/run73.json
AS-abcb1990-9137-42f8-85a3-085848fc9425,100,9200,Stats,9200,32,,128,1,13.914112,0.004363636363636364,0.004363636363636364,1712869823665,1712869823697,False,./profiling/aes_inputs_100content/run73.json
AS-7a72e5e6-ad87-4304-9231-960f055d6f98,100,6900,wait1,6900,1004,,128,1,10.493952,0.0074285714285714285,0.005495932201713143,1712869824305,1712869825309,False,./profiling/aes_inputs_100content/run50.json
AS-7a72e5e6-ad87-4304-9231-960f055d6f98,100,6900,AES1,6900,4115,12366,256,8,25.014272,0.6672732558139536,0.6247290940048992,1712869825345,1712869829460,False,./profiling/aes_inputs_100content/run50.json
AS-7a72e5e6-ad87-4304-9231-960f055d6f98,100,6900,AES2,27600,8268,12366,256,8,30.040064,1.9805882352941175,1.2350167179232656,1712869825347,1712869833615,False,./profiling/aes_inputs_100content/run50.json
AS-7a72e5e6-ad87-4304-9231-960f055d6f98,100,6900,AES3,62100,12366,12366,256,8,36.061184,2.0128709677419354,1.8681814084386958,1712869825351,1712869837717,False,./profiling/aes_inputs_100content/run50.json
AS-7a72e5e6-ad87-4304-9231-960f055d6f98,100,6900,Stats,6900,24,,128,1,13.9264,0.003234375,0.003234375,1712869837748,1712869837772,False,./profiling/aes_inputs_100content/run50.json
