num_of_processes,num_of_iterations,length_of_message,max_memory_usage,max_cpu_usage
7,105000,450,41.148416,2.3496193548387097
1,5000,350,18.853888,0.3406948051948052
6,60000,350,33.112064,2.002782051282052
5,75000,350,33.718272,1.6792129032258063
4,20000,450,27.439104,1.3291548387096774
5,50000,450,29.966336,1.6889545454545454
6,90000,450,37.224448,2.01224375
2,10000,150,21.798912,0.6692756410256411
4,40000,150,27.303936,1.336173076923077
4,60000,150,30.547968,1.3354679487179488
3,15000,150,24.276992,0.9779503105590062
4,40000,150,27.193344,1.3359615384615384
4,60000,150,30.892032,1.3838310810810812
3,15000,250,24.408064,1.0081483870967742
4,40000,250,28.000256,1.319879746835443
4,60000,250,30.736384,1.3814615384615383
1,5000,450,19.075072,0.3370322580645161
5,50000,450,29.585408,1.6700880503144655
5,75000,450,34.459648,1.6791290322580643
4,20000,50,26.86976,1.327885350318471
4,40000,50,27.144192,1.3354230769230768
8,120000,50,42.647552,2.6190566037735854
1,5000,350,19.193856,0.3383483870967742
6,60000,350,32.821248,2.015787096774193
8,120000,350,42.831872,2.7036298701298698
2,10000,450,21.737472,0.6742774193548386
5,50000,450,29.85984,1.6646923076923077
8,120000,450,37.60128,2.70437012987013
4,20000,250,27.316224,1.353396103896104
2,20000,250,22.05696,0.6700769230769231
7,105000,250,36.614144,2.365778523489933
1,5000,150,18.960384,0.3374666666666667
3,30000,150,24.395776,1.0341870967741935
6,90000,150,33.947648,2.1059795918367348
4,20000,450,27.3408,1.353896103896104
6,60000,450,33.521664,2.0063612903225807
5,75000,450,31.842304,1.6791806451612905
1,5000,150,18.878464,0.3344076433121019
4,40000,150,27.308032,1.3310128205128204
5,75000,150,32.362496,1.6702756410256412
1,5000,250,19.304448,0.3379556962025316
2,20000,250,22.081536,0.661753164556962
4,60000,250,29.732864,1.340506329113924
2,10000,50,21.864448,0.6699807692307692
3,30000,50,24.28928,0.9845220125786164
6,90000,50,35.254272,2.0147161290322577
4,20000,150,27.15648,1.3451612903225807
2,20000,150,21.745664,0.707591836734694
4,60000,150,29.810688,1.3448322580645162
4,20000,350,27.17696,1.3361794871794872
2,20000,350,21.856256,0.6749806451612904
5,75000,350,32.935936,1.680640718562874
2,10000,150,22.142976,0.6705696202531646
3,30000,150,24.465408,0.987248447204969
5,75000,150,33.34144,1.6820387096774194
1,5000,450,19.378176,0.389395061728395
2,20000,450,22.155264,0.6734161073825504
5,75000,450,33.73056,1.8650993788819876
2,10000,150,21.762048,0.6818366013071896
6,60000,150,32.70656,1.9768544303797468
6,90000,150,37.535744,2.00461935483871
1,5000,150,18.702336,0.3397012987012987
4,40000,150,27.32032,1.3283184713375795
4,60000,150,32.9728,1.3516688311688312
1,5000,250,19.095552,0.3368205128205128
6,60000,250,33.026048,2.001937062937063
4,60000,250,32.07168,1.3351153846153845
2,10000,350,21.700608,0.6807820512820513
6,60000,350,32.817152,2.0294350649350648
8,120000,350,43.749376,2.6875935483870967
4,20000,250,27.111424,1.3358846153846151
4,40000,250,26.796032,1.3449161290322582
7,105000,250,39.817216,2.37981045751634
2,10000,350,22.085632,0.6691180124223604
3,30000,350,24.53504,1.009283870967742
6,90000,350,36.7616,2.0031089743589745
1,5000,50,19.361792,0.389030487804878
2,20000,50,21.991424,0.6572893081761007
5,75000,50,34.226176,1.6748216560509557
2,10000,50,21.635072,0.6634140127388535
5,50000,50,30.150656,1.648367088607595
8,120000,50,42.344448,2.6514166666666665
3,15000,450,24.743936,0.9991032258064516
3,30000,450,24.793088,1.013217948717949
6,90000,450,37.203968,2.166593548387097
1,5000,450,19.206144,0.409873417721519
4,40000,450,27.635712,1.3422516129032258
4,60000,450,31.727616,1.341597402597403
3,15000,450,24.510464,1.000751592356688
2,20000,450,21.66784,0.6652101910828025
4,60000,450,30.98624,1.410603896103896
1,5000,50,19.06688,0.3323726708074534
4,40000,50,26.963968,1.3362179487179486
4,60000,50,30.846976,1.337397435897436
1,5000,150,19.050496,0.3854099378881987
3,30000,150,24.936448,1.00944375
5,75000,150,34.066432,1.7099542483660128
1,5000,250,19.243008,0.3383677419354838
3,30000,250,24.109056,1.002775641025641
6,90000,250,36.696064,1.9899235668789808
1,5000,350,19.324928,0.3344629629629629
4,40000,350,26.779648,1.3455935483870969
5,75000,350,34.381824,1.7014117647058824
3,15000,50,24.522752,0.9764367088607596
4,40000,50,27.131904,1.3365
7,105000,50,40.046592,2.349559210526316
4,20000,50,27.303936,1.2824347826086957
5,50000,50,29.671424,1.685744966442953
4,60000,50,31.66208,1.3449741935483872
3,15000,50,24.563712,0.9854113924050631
3,30000,50,24.715264,0.978425
5,75000,50,34.304,1.6589808917197453
2,10000,50,21.590016,0.6622405063291139
6,60000,50,33.0752,1.9525
7,105000,50,40.083456,2.3643896103896105
4,20000,250,27.136,1.3315290322580644
3,30000,250,24.621056,0.9945128205128204
7,105000,250,40.505344,2.366733766233766
3,15000,250,24.633344,1.002775641025641
3,30000,250,24.322048,1.0267142857142857
5,75000,250,34.607104,1.669544871794872
4,20000,150,27.234304,1.336019230769231
4,40000,150,27.148288,1.310440251572327
8,120000,150,43.474944,2.684245161290322
3,15000,50,24.735744,0.9722422360248448
6,60000,50,32.714752,2.037528662420382
8,120000,50,42.930176,2.7167908496732025
2,10000,150,21.848064,0.6699166666666667
2,20000,150,21.970944,0.6655350318471337
6,90000,150,37.699584,2.022812903225806
3,15000,450,24.580096,1.0127337662337663
6,60000,450,32.428032,2.015974193548387
6,90000,450,38.207488,2.015974193548387
2,10000,250,21.540864,0.6813525641025641
3,30000,250,24.354816,1.0047692307692309
8,120000,250,43.483136,2.7032077922077926
1,5000,50,19.144704,0.3377783505154639
5,50000,50,29.437952,1.648639240506329
4,60000,50,31.4368,1.3399677419354838
4,20000,50,27.324416,1.2938695652173913
6,60000,50,32.526336,2.0008653846153845
7,105000,50,40.050688,2.351741935483871
3,15000,150,24.559616,0.9854
4,40000,150,27.328512,1.345651612903226
5,75000,150,34.566144,1.6704551282051283
1,5000,250,18.993152,0.3328227848101266
4,40000,250,27.21792,1.3312628205128203
6,90000,250,37.388288,2.03621568627451
4,20000,250,27.2384,1.3117169811320757
5,50000,250,29.67552,1.6783419354838711
5,75000,250,35.213312,1.6762451612903226
4,20000,150,26.84928,1.331248407643312
3,30000,150,24.461312,0.9842611464968152
5,75000,150,35.016704,1.6927935483870968
2,10000,50,22.024192,0.6540875
2,20000,50,21.85216,0.6713589743589743
8,120000,50,43.044864,2.631127388535032
2,10000,450,22.048768,0.6790454545454545
3,30000,450,24.752128,1.003217948717949
6,90000,450,38.068224,2.015490322580645
3,15000,250,24.612864,1.0085806451612902
4,40000,250,26.791936,1.3536233766233765
8,120000,250,43.147264,2.701071428571429
3,15000,50,24.326144,0.997476821192053
2,20000,50,21.827584,0.6578805031446542
8,120000,50,42.27072,2.6613589743589743
1,5000,50,19.234816,0.3453856209150326
3,30000,50,24.723456,0.9901392405063292
5,75000,50,34.172928,1.6673397435897437
2,10000,450,21.8112,0.6745548387096774
4,40000,450,27.226112,1.3376858974358974
5,75000,450,29.683712,1.689707792207792
3,15000,150,24.363008,1.003025641025641
6,60000,150,32.116736,1.9943057324840765
5,75000,150,31.285248,1.646721518987342
1,5000,350,19.33312,0.383963190184049
2,20000,350,21.590016,0.6674458598726114
4,60000,350,28.680192,1.3741363636363635
1,5000,450,18.944,0.3379999999999999
6,60000,450,32.70656,2.073158940397351
8,120000,450,40.28416,2.686509677419355
1,5000,250,19.124224,0.3372466666666667
4,40000,250,27.254784,1.3326858974358973
4,60000,250,29.523968,1.3302129032258063
3,15000,250,24.322048,0.992527950310559
6,60000,250,32.423936,2.012916129032258
7,105000,250,38.227968,2.3803594771241827
1,5000,150,19.27168,0.3323417721518987
2,20000,150,21.786624,0.6651082802547771
5,75000,150,33.038336,1.6585095541401274
2,10000,150,21.987328,0.6609873417721519
2,20000,150,21.778432,0.6771199999999999
8,120000,150,42.06592,2.669628205128205
4,20000,250,27.136,1.3455576923076924
3,30000,250,24.45312,0.9969144736842104
4,60000,250,30.916608,1.336397435897436
3,15000,350,24.743936,1.0032307692307691
5,50000,350,29.171712,1.6913376623376624
6,90000,350,36.814848,2.0016369426751592
2,10000,250,21.553152,0.6572075471698113
2,20000,250,21.962752,0.675051948051948
8,120000,250,43.163648,2.7024025974025974
1,5000,150,19.18976,0.3434421052631579
2,20000,150,22.147072,0.6668846153846154
4,60000,150,32.292864,1.336153846153846
2,10000,450,21.692416,0.6644649681528663
2,20000,450,21.643264,0.6652738853503184
6,90000,450,38.699008,2.027350318471337
4,20000,350,27.365376,1.3427870967741935
5,50000,350,29.83936,1.6916103896103896
6,90000,350,36.716544,2.015548387096774
1,5000,350,19.058688,0.33675
5,50000,350,29.73696,1.6770440251572327
6,90000,350,36.59776,2.002352564102564
4,20000,350,27.160576,1.313471337579618
4,40000,350,26.89024,1.3527662337662338
4,60000,350,31.137792,1.352647435897436
1,5000,150,19.464192,0.3347324840764331
2,20000,150,21.929984,0.6700641025641025
7,105000,150,40.013824,2.335544871794872
3,15000,50,24.178688,1.0027948717948718
5,50000,50,29.81888,1.6383710691823898
7,105000,50,40.034304,2.316923076923077
2,10000,50,21.884928,0.6534
6,60000,50,32.796672,1.9912101910828024
4,60000,50,31.285248,1.3517597402597403
1,5000,50,19.197952,0.3294716981132075
2,20000,50,21.843968,0.6664437086092716
8,120000,50,42.942464,2.7959155844155843
4,20000,250,27.058176,1.3446709677419355
6,60000,250,33.132544,2.0016602564102564
7,105000,250,40.05888,2.3533701298701297
3,15000,350,24.424448,1.0029679487179486
3,30000,350,24.731648,1.017512987012987
4,60000,350,31.932416,1.35624025974026
1,5000,50,19.439616,0.3303899371069182
2,20000,50,21.44256,0.6695949367088607
6,90000,50,37.25312,1.985859872611465
3,15000,150,24.424448,0.9941949685534592
3,30000,150,24.485888,1.0045833333333334
7,105000,150,40.636416,2.366871951219512
2,10000,350,21.921792,0.6713648648648649
5,50000,350,30.007296,1.6696282051282052
4,60000,350,32.169984,1.3893466666666667
1,5000,350,19.136512,0.3366769230769231
3,30000,350,24.838144,0.9977006369426752
6,90000,350,37.322752,2.029392156862745
3,15000,350,24.502272,1.009690322580645
4,40000,350,27.496448,1.3598471337579618
5,75000,350,34.545664,1.6937272727272727
4,20000,50,27.103232,1.2950931677018636
6,60000,50,32.09216,2.004141935483871
8,120000,50,42.897408,2.6932987012987013
1,5000,450,19.08736,0.3374935897435898
3,30000,450,24.481792,0.9988089171974522
4,60000,450,31.944704,1.3392993630573249
1,5000,150,19.3536,0.3308490566037736
5,50000,150,29.499392,1.6484113924050634
8,120000,150,43.503616,2.71981045751634
2,10000,350,21.716992,0.678171974522293
2,20000,350,21.843968,0.6786305732484077
6,90000,350,37.707776,2.004455621301775
4,20000,350,26.763264,1.3247452229299364
3,30000,350,24.322048,1.009741935483871
7,105000,350,40.374272,2.351225806451613
3,15000,450,24.428544,1.0089032258064516
6,60000,450,32.74752,2.03014935064935
5,75000,450,34.742272,1.6697884615384615
3,15000,150,24.395776,1.0027243589743589
5,50000,150,29.671424,1.6668333333333332
6,90000,150,37.638144,2.0026153846153845
1,5000,450,19.12832,0.3368525641025641
4,40000,450,27.410432,1.352083870967742
5,75000,450,34.852864,1.6907077922077924
2,10000,150,21.573632,0.6693076923076923
4,40000,150,26.955776,1.3366666666666664
5,75000,150,29.556736,1.658955414012739
1,5000,450,19.247104,0.342258064516129
4,40000,450,27.119616,1.3454387096774192
8,120000,450,38.83008,2.677116883116883
1,5000,250,19.283968,0.3407597402597402
4,40000,250,26.99264,1.3505
5,75000,250,31.453184,1.6929807692307692
3,15000,50,24.4736,0.9971337579617834
2,20000,50,21.95456,0.6711538461538462
7,105000,50,37.515264,2.351503225806452
3,15000,350,24.702976,0.996815286624204
6,60000,350,32.854016,2.041699346405229
7,105000,350,37.691392,2.351174193548387
4,20000,350,26.976256,1.3542012987012986
6,60000,350,32.739328,2.025461038961039
6,90000,350,35.2256,2.0172371794871795
1,5000,150,19.185664,0.3389032258064516
6,60000,150,32.866304,2.0155870967741936
7,105000,150,34.971648,2.3789415584415585
2,10000,50,21.42208,0.662879746835443
2,20000,50,21.630976,0.6742709677419355
5,75000,50,30.257152,1.6872402597402596
1,5000,450,19.095552,0.3381772151898734
2,20000,450,21.827584,0.6700943396226415
4,60000,450,28.049408,1.344683870967742
1,5000,150,19.304448,0.34275
3,30000,150,24.039424,1.0081483870967742
8,120000,150,39.563264,2.668205128205128
4,20000,450,27.516928,1.3450903225806452
4,40000,450,27.230208,1.3500192307692307
6,90000,450,34.87744,2.0029166666666667
1,5000,350,19.013632,0.3434575163398692
5,50000,350,29.9008,1.6827307692307691
8,120000,350,40.476672,2.6869096774193544
4,20000,350,27.262976,1.326127388535032
6,60000,350,32.292864,1.9905796178343949
4,60000,350,29.720576,1.3563806451612903
3,15000,250,24.625152,1.003301282051282
6,60000,250,32.382976,1.981670886075949
4,60000,250,29.999104,1.3368322580645162
2,10000,450,21.876736,0.674083870967742
5,50000,450,29.933568,1.6789483870967743
7,105000,450,39.006208,2.3585584415584417
1,5000,50,18.956288,0.3314150943396226
5,50000,50,30.113792,1.6535064102564103
7,105000,50,39.993344,2.344083870967742
1,5000,250,19.062784,0.3390064516129032
5,50000,250,29.687808,1.6802
8,120000,250,42.696704,2.688703225806451
2,10000,250,21.856256,0.6619936708860759
6,60000,250,32.694272,2.472730392156863
5,75000,250,34.701312,1.9795802469135804
2,10000,350,21.860352,0.6718709677419354
2,20000,350,21.590016,0.6704807692307692
4,60000,350,32.09216,1.3283312101910827
3,15000,450,24.190976,1.0098774193548388
6,60000,450,32.362496,2.7597332185886403
8,120000,450,42.450944,3.6757934595524953
3,15000,50,24.440832,1.0030705128205128
2,20000,50,22.171648,0.6665500000000001
4,60000,50,30.953472,1.3277770700636942
1,5000,250,19.402752,0.3378516129032258
5,50000,250,30.298112,1.679774193548387
7,105000,250,39.698432,2.3675064935064936
1,5000,450,19.39456,0.3340573248407643
2,20000,450,22.106112,0.6723481012658228
6,90000,450,36.892672,2.0282727272727272
2,10000,350,22.208512,3.04580578898226
4,40000,350,27.209728,2.5848374125874125
5,75000,350,34.353152,5.221564814814816
4,20000,350,27.574272,1.3487806451612905
2,20000,350,22.13888,0.6779675324675325
4,60000,350,31.113216,1.3544935064935064
2,10000,50,21.561344,0.65205625
5,50000,50,29.71648,1.6316894409937888
7,105000,50,39.350272,2.3344871794871795
2,10000,150,21.74976,0.6651847133757961
5,50000,150,30.138368,1.6481139240506328
4,60000,150,31.064064,1.326579617834395
2,10000,150,21.639168,0.6657770700636944
3,30000,150,24.768512,1.0077577639751554
7,105000,150,39.923712,2.3372738853503185
3,15000,50,24.584192,0.9948717948717948
4,40000,50,26.898432,1.3276496815286625
8,120000,50,42.491904,2.718777777777777
3,15000,350,24.498176,1.9062868632707772
6,60000,350,32.468992,3.455817391304348
8,120000,350,42.774528,21.4678625
4,20000,150,27.287552,1.3337115384615383
5,50000,150,29.61408,1.6695897435897435
8,120000,150,42.3936,2.675632258064516
3,15000,50,24.272896,1.0024294871794872
5,50000,50,29.55264,1.6658333333333333
4,60000,50,26.923008,1.3266772151898734
3,15000,350,24.584192,1.0095354838709678
4,40000,350,27.086848,1.3511428571428572
7,105000,350,35.393536,2.367948051948052
1,5000,350,18.98496,0.3469624999999999
5,50000,350,30.134272,1.6805870967741934
4,60000,350,28.602368,1.3957979274611398
4,20000,450,27.46368,3.037995145631068
5,50000,450,29.92128,2.2408231884057974
7,105000,450,37.666816,3.1780512987012988
4,20000,350,27.17696,1.3448967741935485
2,20000,350,21.99552,0.67594375
7,105000,350,35.196928,2.3621858974358974
1,5000,450,19.2512,2.5000652818991096
6,60000,450,32.473088,17.871757246376813
7,105000,450,36.667392,20.201136842105264
2,10000,250,21.889024,0.6736
4,40000,250,27.308032,1.3363397435897435
8,120000,250,39.837696,2.6831717791411043
3,15000,350,24.252416,1.0097290322580643
3,30000,350,24.49408,1.0064645161290322
8,120000,350,40.108032,2.693890322580645
2,10000,250,22.13888,1.852346968590212
4,40000,250,26.947584,1.9653192488262912
7,105000,250,37.84704,10.009918882978724
2,10000,150,21.635072,0.6571383647798743
6,60000,150,32.428032,2.0116709677419355
4,60000,150,29.822976,1.3383037974683545
2,10000,350,21.807104,0.6755345911949685
2,20000,350,21.737472,0.6740193548387097
7,105000,350,38.531072,2.3436089743589745
1,5000,350,19.238912,0.3850426829268293
5,50000,350,29.794304,1.6582738853503185
5,75000,350,33.226752,1.6691602564102563
3,15000,150,24.064,0.9981290322580644
3,30000,150,24.30976,0.9959230769230768
8,120000,150,41.832448,2.6214050632911388
4,20000,250,27.160576,2.313112621359223
6,60000,250,32.960512,2.899347572815534
4,60000,250,30.810112,9.154407313997478
1,5000,150,18.952192,0.3369813664596273
3,30000,150,24.375296,1.0242662337662338
7,105000,150,39.514112,2.3499548387096776
4,20000,50,27.205632,1.3279490445859874
2,20000,50,21.704704,0.6631187500000001
5,75000,50,34.533376,1.702516339869281
2,10000,350,21.671936,0.700132911392405
3,30000,350,24.539136,1.0167922077922078
4,60000,350,32.468992,1.3366282051282052
1,5000,350,19.255296,0.4090822784810127
3,30000,350,24.53504,1.0035316455696202
4,60000,350,31.940608,1.361908496732026
3,15000,450,24.571904,1.015551948051948
2,20000,450,21.700608,0.6808874172185431
7,105000,450,39.489536,2.3220127388535032
2,10000,350,22.188032,0.6747434210526315
2,20000,350,21.778432,0.6705548387096774
8,120000,350,42.278912,3.261821120689655
4,20000,50,27.136,1.3458258064516129
5,50000,50,29.978624,1.641132911392405
6,90000,50,36.139008,2.0038846153846155
1,5000,150,18.960384,0.4967484008528784
5,50000,150,29.843456,2.4492738041002275
5,75000,150,33.554432,4.404584011843079
2,10000,450,21.680128,0.6721225806451613
6,60000,450,32.468992,2.290208616780045
8,120000,450,42.635264,2.825922600619195
2,10000,450,21.83168,0.9388582834331336
5,50000,450,30.109696,3.2069060913705583
5,75000,450,34.603008,3.152758823529412
4,20000,350,27.062272,1.336121794871795
4,40000,350,27.87328,1.4874285714285715
7,105000,350,39.804928,2.645847826086957
4,20000,50,27.131904,1.6391584699453552
3,30000,50,24.39168,1.2572569832402234
5,75000,50,34.111488,1.953747747747748
4,20000,350,27.090944,3.9070738197424895
5,50000,350,29.45024,2.799856557377049
8,120000,350,42.819584,4.340740458015267
4,20000,150,27.017216,1.3451290322580645
6,60000,150,32.673792,2.001589743589744
5,75000,150,34.742272,1.680058064516129
3,15000,250,24.129536,1.0029615384615385
5,50000,250,29.822976,1.6690064102564104
5,75000,250,34.287616,1.6921298701298702
4,20000,450,27.123712,1.3191913580246917
5,50000,450,29.724672,1.6919025974025974
8,120000,450,43.49952,3.323490322580645
3,15000,50,24.150016,2.0991955617198337
2,20000,50,22.171648,1.5661247892074197
6,90000,50,36.634624,2.679308730873087
2,10000,450,21.68832,1.5263997856377278
4,40000,450,27.480064,10.644966666666669
6,90000,450,37.453824,4.792210799584631
4,20000,150,26.755072,3.493955399061033
2,20000,150,21.99552,2.653631195335277
7,105000,150,34.947072,8.343551212938005
1,5000,50,18.993152,0.3284037267080745
6,60000,50,32.800768,1.9536
8,120000,50,38.109184,2.634506329113924
1,5000,450,19.357696,0.3678333333333333
4,40000,450,26.976256,1.3535194805194806
7,105000,450,36.00384,6.272679245283019
1,5000,250,19.042304,0.8104815235929506
6,60000,250,32.055296,2.0919225806451616
5,75000,250,31.465472,2.457378977272727
4,20000,450,27.291648,1.6061330891330892
4,40000,450,26.923008,1.428254189944134
7,105000,450,37.773312,2.7721528117359413
4,20000,50,26.80832,1.3015776397515526
3,30000,50,24.260608,1.009606451612903
8,120000,50,40.574976,2.650757961783439
2,10000,250,22.044672,0.965
3,30000,250,24.358912,1.4523659942363112
4,60000,250,29.790208,5.8
3,15000,150,24.63744,0.9834779874213836
2,20000,150,21.716992,0.6658461538461538
7,105000,150,38.52288,2.334179487179487
4,20000,250,26.836992,1.3372820512820514
4,40000,250,26.996736,1.3456774193548386
5,75000,250,33.11616,1.6891948051948051
2,10000,50,21.815296,0.6605350318471337
2,20000,50,21.54496,0.6654203821656051
4,60000,50,30.470144,1.356792207792208
3,15000,50,24.281088,0.9958025477707008
6,60000,50,33.165312,2.655844758064516
5,75000,50,33.714176,2.124339622641509
1,5000,250,18.944,0.9650141676505312
5,50000,250,29.851648,5.918350380848748
6,90000,250,36.458496,3.055074585635359
1,5000,450,19.554304,0.3428888888888889
4,40000,450,26.927104,1.3420967741935483
6,90000,450,36.356096,2.0184585987261148
2,10000,350,21.794816,0.6564873417721518
4,40000,350,27.328512,3.3260672169811323
4,60000,350,32.280576,6.407621004566209
1,5000,450,19.030016,0.338301282051282
6,60000,450,32.768,2.055355263157894
5,75000,450,35.201024,1.7129210526315788
2,10000,250,21.655552,0.6656305732484076
5,50000,250,29.98272,1.8350422535211264
4,60000,250,30.84288,4.11379061784897
4,20000,250,27.17696,1.9782439655172408
5,50000,250,29.753344,3.732377431906615
8,120000,250,42.217472,3.979701436130008
2,10000,150,21.733376,0.764673835125448
3,30000,150,24.711168,1.2123728395061728
6,90000,150,36.888576,2.131637717121588
4,20000,150,27.291648,1.3345961538461537
5,50000,150,29.802496,1.6793096774193548
5,75000,150,33.923072,1.676455696202532
3,15000,250,24.182784,2.870090957165521
4,40000,250,27.389952,2.6923053465346536
6,90000,250,37.25312,4.642699543378996
3,15000,150,24.252416,1.002647435897436
5,50000,150,29.302784,1.6916623376623376
7,105000,150,39.60832,2.354769230769231
2,10000,150,21.74976,0.666343949044586
4,40000,150,27.81184,1.3248471337579617
7,105000,150,39.804928,2.4453825503355704
3,15000,250,24.838144,3.266090909090909
2,20000,250,21.83168,5.101390476190476
6,90000,250,37.39648,14.540778801843317
3,15000,250,24.137728,0.9908987341772152
2,20000,250,21.630976,0.6651464968152866
5,75000,250,34.332672,1.670352564102564
3,15000,250,24.629248,0.9967898089171974
2,20000,250,21.89312,0.6785714285714285
7,105000,250,39.944192,2.89819623655914
2,10000,50,22.003712,0.974915343915344
4,40000,50,26.820608,1.6717879746835442
5,75000,50,34.189312,3.8838461538461537
3,15000,50,24.829952,0.9960700636942676
6,60000,50,33.107968,2.003448717948718
6,90000,50,37.163008,1.988312101910828
1,5000,150,19.53792,0.4007577639751553
5,50000,150,30.375936,1.6695641025641026
4,60000,150,31.571968,1.3664024390243903
3,15000,350,24.481792,1.1976099290780142
4,40000,350,27.291648,1.620186046511628
4,60000,350,32.034816,1.6277265625
2,10000,450,22.163456,0.9763885057471264
6,60000,450,32.37888,3.520997412677878
4,60000,450,32.677888,3.145234133333333
4,20000,350,27.242496,1.3513311688311689
2,20000,350,21.9136,0.6649171974522293
6,90000,350,37.060608,2.01174358974359
1,5000,150,18.911232,0.4590893246187363
6,60000,150,32.673792,2.75039651416122
4,60000,150,31.117312,1.840914847161572
3,15000,250,24.707072,1.4816725388601035
6,60000,250,32.6656,4.419350282485875
5,75000,250,34.14016,3.674332394366197
2,10000,350,21.614592,0.7897101865136298
5,50000,350,29.917184,1.9555681818181816
8,120000,350,43.302912,2.7073809523809524
4,20000,450,27.103232,7.057556043956044
6,60000,450,32.768,10.603447136563878
8,120000,450,42.942464,11.19242777777778
3,15000,450,24.551424,2.0237864372469634
4,40000,450,27.578368,2.8393853658536585
7,105000,450,40.194048,4.151274336283186
4,20000,450,27.738112,1.4047465753424655
2,20000,450,21.778432,2.546757909215956
7,105000,450,40.05888,8.906700137551582
4,20000,250,27.021312,1.3171962025316457
2,20000,250,21.848064,0.6681592356687899
5,75000,250,33.861632,1.6708076923076922
2,10000,450,21.97504,2.552585959885387
2,20000,450,21.917696,2.3259869451697126
8,120000,450,42.5984,7.039025974025974
4,20000,150,27.574272,1.3276751592356688
3,30000,150,24.502272,1.009290322580645
7,105000,150,40.116224,2.3190891719745226
2,10000,250,21.655552,0.671640522875817
6,60000,250,32.37888,2.042777777777778
8,120000,250,42.586112,2.7093311688311688
3,15000,50,24.797184,0.983811320754717
6,60000,50,32.190464,2.002358974358974
4,60000,50,31.330304,1.3281847133757962
3,15000,450,24.322048,0.996407643312102
3,30000,450,24.666112,1.0098516129032258
4,60000,450,31.719424,1.664266375545851
4,20000,250,26.906624,2.284128048780488
2,20000,250,21.536768,2.353749684741488
4,60000,250,31.535104,6.286476793248945
2,10000,450,22.319104,0.6692129032258065
2,20000,450,21.856256,0.7159520547945206
4,60000,450,31.637504,5.3590317460317465
1,5000,250,19.079168,0.4048176100628931
3,30000,250,24.403968,1.0028269230769231
8,120000,250,43.15136,2.670570512820513
1,5000,250,19.099648,1.3951756373937676
6,60000,250,33.394688,10.537395437262358
6,90000,250,38.060032,11.010517928286852
1,5000,50,18.792448,0.398037037037037
3,30000,50,24.444928,1.1901488095238095
6,90000,50,38.043648,2.2778988095238093
3,15000,50,24.354816,0.9995605095541402
6,60000,50,32.411648,1.986503225806452
7,105000,50,40.40704,2.3361801242236027
3,15000,150,24.662016,1.003705128205128
6,60000,150,32.239616,2.040736842105263
8,120000,150,37.715968,2.6508471337579618
4,20000,150,26.755072,1.302075
4,40000,150,26.853376,1.3314430379746836
5,75000,150,30.224384,1.6813137254901962
3,15000,150,24.55552,1.01200641025641
5,50000,150,30.416896,1.677567741935484
5,75000,150,30.498816,1.8290038095238093
1,5000,450,18.86208,1.7869797794117648
6,60000,450,32.587776,9.497874720357942
4,60000,450,28.188672,9.557650259067357
4,20000,250,26.935296,1.3371666666666668
5,50000,250,29.925376,1.6951419354838708
6,90000,250,34.922496,1.9999615384615383
2,10000,50,21.880832,0.65283125
2,20000,50,21.598208,0.6620632911392405
6,90000,50,34.48832,2.0421699346405227
3,15000,250,24.264704,3.5350175029171527
5,50000,250,30.253056,2.69814085778781
8,120000,250,40.771584,4.266677419354839
3,15000,450,24.264704,0.9969808917197452
4,40000,450,27.25888,1.3432709677419354
4,60000,450,29.908992,1.336121794871795
2,10000,350,21.704704,0.6802371794871795
3,30000,350,25.001984,1.0094258064516128
8,120000,350,41.488384,4.174702222222223
4,20000,450,26.898432,3.363347107438017
4,40000,450,27.611136,3.286227272727273
4,60000,450,30.593024,3.352959619952494
3,15000,50,24.346624,0.9961656050955414
4,40000,50,27.267072,1.3108427672955971
5,75000,50,34.516992,1.658968152866242
3,15000,450,24.797184,1.0088451612903226
5,50000,450,29.999104,2.414766129032258
7,105000,450,40.722432,3.572150183150184
1,5000,150,19.095552,1.6799096138044374
4,40000,150,27.533312,3.0135131578947365
7,105000,150,40.07936,7.309177718832891
3,15000,50,24.121344,1.0019935897435897
5,50000,50,29.855744,1.630913043478261
6,90000,50,38.137856,1.9781835443037972
4,20000,50,27.17696,1.30268125
4,40000,50,27.082752,1.3191265822784808
4,60000,50,31.10912,1.407582191780822
4,20000,50,26.984448,1.2950683229813664
2,20000,50,22.044672,0.67121875
8,120000,50,43.159552,2.6515506329113925
2,10000,150,21.89312,0.6698910256410257
4,40000,150,27.537408,1.352525974025974
8,120000,150,42.287104,2.65240127388535
1,5000,50,19.320832,0.3402322580645161
2,20000,50,21.856256,0.6783012048192771
4,60000,50,31.227904,1.3415149700598803
3,15000,350,24.567808,0.9991096774193547
5,50000,350,29.913088,1.670320512820513
4,60000,350,31.834112,1.3643179190751444
1,5000,350,19.443712,2.402177215189873
4,40000,350,27.17696,12.293702928870294
7,105000,350,40.144896,16.088060606060605
2,10000,50,21.807104,0.6804358974358975
6,60000,50,32.116736,2.0331184210526314
6,90000,50,36.712448,2.1216310160427807
4,20000,250,27.230208,1.343974193548387
4,40000,250,27.213824,1.35437012987013
8,120000,250,42.713088,2.6693076923076924
1,5000,450,19.39456,11.014056338028167
2,20000,450,21.860352,20.43430065359477
8,120000,450,42.999808,76.1453090909091
4,20000,450,27.308032,3.5729050894085286
