Unique DAG ID,DAG Input,Function Name,Input Feature,Duration,Parallel Duration,Memory_Allocated,CPU_Allocated,Max Memory Usage,Max CPU Usage,Start Time,End Time,Timeout Status,Input File
AS-c2f3dcb9-0939-49dc-b9a3-d5b9d6a50674,0.009839097744360903,AES1,0.004425563909774436,21372,63601,256,8,24.256512,1.0090000000000001,1711650238578,1711650259950,False,./profileRun/aes_run463.json
AS-c2f3dcb9-0939-49dc-b9a3-d5b9d6a50674,0.009839097744360903,AES2,0.008485714285714286,42341,63601,256,8,27.471872,1.3437096774193549,1711650239180,1711650281521,False,./profileRun/aes_run463.json
AS-c2f3dcb9-0939-49dc-b9a3-d5b9d6a50674,0.009839097744360903,AES3,0.016606015037593985,63601,63601,256,8,37.35552,1.9999102564102564,1711650238655,1711650302256,False,./profileRun/aes_run463.json
AS-c2f3dcb9-0939-49dc-b9a3-d5b9d6a50674,0.009839097744360903,Stats,,248,,128,1,11.526144,0.00473015873015873,1711650303389,1711650303637,False,./profileRun/aes_run463.json
AS-41977c4f-01d4-4812-94e7-e3dd8f297310,0.005496741854636591,wait1,,1238,,128,1,9.412608,0.016578125,1711650304709,1711650305947,False,./profileRun/aes_run126.json
AS-41977c4f-01d4-4812-94e7-e3dd8f297310,0.005496741854636591,AES1,0.0024390977443609022,8351,23980,256,8,21.700608,0.6647834394904459,1711650306673,1711650315024,False,./profileRun/aes_run126.json
AS-41977c4f-01d4-4812-94e7-e3dd8f297310,0.005496741854636591,AES2,0.0034917293233082706,16128,23980,256,8,21.741568,0.6684294871794871,1711650306847,1711650322975,False,./profileRun/aes_run126.json
AS-41977c4f-01d4-4812-94e7-e3dd8f297310,0.005496741854636591,AES3,0.010559398496240602,23980,23980,256,8,31.576064,1.3196708860759494,1711650307122,1711650331102,False,./profileRun/aes_run126.json
AS-41977c4f-01d4-4812-94e7-e3dd8f297310,0.005496741854636591,Stats,,251,,128,1,10.186752,0.005015384615384616,1711650331545,1711650331796,False,./profileRun/aes_run126.json
AS-b90bd0ba-b453-4d72-831c-e96754a1c609,0.008504260651629071,wait1,,1236,,128,1,9.551872,0.01973015873015873,1711650332813,1711650334049,False,./profileRun/aes_run113.json
AS-b90bd0ba-b453-4d72-831c-e96754a1c609,0.008504260651629071,AES1,0.00048421052631578945,8178,23820,256,8,19.144704,0.3965286624203822,1711650335409,1711650343587,False,./profileRun/aes_run113.json
AS-b90bd0ba-b453-4d72-831c-e96754a1c609,0.008504260651629071,AES2,0.008454135338345865,16199,23820,256,8,27.185152,1.3108490566037736,1711650335120,1711650351319,False,./profileRun/aes_run113.json
AS-b90bd0ba-b453-4d72-831c-e96754a1c609,0.008504260651629071,AES3,0.01657443609022556,23820,23820,256,8,37.470208,2.0101910828025478,1711650335176,1711650358996,False,./profileRun/aes_run113.json
AS-b90bd0ba-b453-4d72-831c-e96754a1c609,0.008504260651629071,Stats,,246,,128,1,10.481664,0.006906250000000001,1711650359416,1711650359662,False,./profileRun/aes_run113.json
AS-a7af8250-f190-404f-a8ab-350435c714e7,0.00800952380952381,wait1,,1249,,128,1,9.777152,0.011227272727272726,1711650360680,1711650361929,False,./profileRun/aes_run457.json
AS-a7af8250-f190-404f-a8ab-350435c714e7,0.00800952380952381,AES1,0.004425563909774436,21432,62831,256,8,24.567808,0.9964968152866243,1711650363660,1711650385092,False,./profileRun/aes_run457.json
AS-a7af8250-f190-404f-a8ab-350435c714e7,0.00800952380952381,AES2,0.006004511278195488,42432,62831,256,8,24.49408,1.0123846153846154,1711650363626,1711650406058,False,./profileRun/aes_run457.json
AS-a7af8250-f190-404f-a8ab-350435c714e7,0.00800952380952381,AES3,0.013598496240601506,62831,62831,256,8,34.844672,1.6695512820512821,1711650362022,1711650424853,False,./profileRun/aes_run457.json
AS-a7af8250-f190-404f-a8ab-350435c714e7,0.00800952380952381,Stats,,258,,128,1,11.534336,0.007651515151515151,1711650426180,1711650426438,False,./profileRun/aes_run457.json
AS-23df48c9-f252-43ab-b273-ab23cfc815bd,0.008980451127819549,wait1,,1248,,128,1,9.74848,0.00921875,1711650427541,1711650428789,False,./profileRun/aes_run142.json
AS-23df48c9-f252-43ab-b273-ab23cfc815bd,0.008980451127819549,AES1,0.0024390977443609022,8318,23859,256,8,21.819392,0.6651146496815287,1711650429621,1711650437939,False,./profileRun/aes_run142.json
AS-23df48c9-f252-43ab-b273-ab23cfc815bd,0.008980451127819549,AES2,0.010935338345864663,16278,23859,256,8,30.179328,1.6283018867924528,1711650430399,1711650446677,False,./profileRun/aes_run142.json
AS-23df48c9-f252-43ab-b273-ab23cfc815bd,0.008980451127819549,AES3,0.013566917293233081,23859,23859,256,8,34.267136,1.6583694267515925,1711650429871,1711650453730,False,./profileRun/aes_run142.json
AS-23df48c9-f252-43ab-b273-ab23cfc815bd,0.008980451127819549,Stats,,257,,128,1,9.854976,0.005538461538461539,1711650454179,1711650454436,False,./profileRun/aes_run142.json
AS-789a20cb-9833-4d2b-8128-689800c77295,0.007512280701754386,wait1,,1237,,128,1,10.051584,0.01046031746031746,1711650455454,1711650456691,False,./profileRun/aes_run228.json
AS-789a20cb-9833-4d2b-8128-689800c77295,0.007512280701754386,AES1,0.002449624060150376,12554,36617,256,8,22.040576,0.66291875,1711650457634,1711650470188,False,./profileRun/aes_run228.json
AS-789a20cb-9833-4d2b-8128-689800c77295,0.007512280701754386,AES2,0.0035022556390977445,24468,36617,256,8,21.856256,0.6821372549019609,1711650458501,1711650482969,False,./profileRun/aes_run228.json
AS-789a20cb-9833-4d2b-8128-689800c77295,0.007512280701754386,AES3,0.016584962406015036,36617,36617,256,8,37.056512,2.015606451612903,1711650457969,1711650494586,False,./profileRun/aes_run228.json
AS-789a20cb-9833-4d2b-8128-689800c77295,0.007512280701754386,Stats,,257,,128,1,10.5472,0.004984615384615384,1711650495928,1711650496185,False,./profileRun/aes_run228.json
AS-31104feb-ea9e-4f50-8cc2-9de9936d1ab0,0.008700751879699247,wait1,,1239,,128,1,9.777152,0.01211111111111111,1711650497303,1711650498542,False,./profileRun/aes_run309.json
